Year,SA2_code_2016,SA2_name_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2011,209021429,Preston - West,12103,3361.944444,-0.041295012,-5,4.597701149,,,,,,
2011,209031209,Eltham,23651,1212.871795,-0.58845782,-140,-1.310244106,,,,,,
2011,209031210,Hurstbridge,3660,247.2972973,-0.218102508,-8,-0.136425648,,,,,,
2011,209031211,Kinglake,3671,11.48982786,1.241036955,45,-8.953373016,,,,,,
2011,209031212,Panton Hill - St Andrews,5227,17.88843258,-0.891164202,-47,-2.735392631,,,,,,
2011,209031213,Plenty - Yarrambat,9401,323.0584192,0.610017123,57,7.784911717,,,,,,
2011,209031214,Research - North Warrandyte,6846,137.4698795,-0.189532002,-13,0.043840421,,,,,,
2011,209031215,Wattle Glen - Diamond Creek,13931,519.8134328,0.208603079,29,7.608527731,,,,,,
2011,209041216,Bundoora - North,5642,1200.425532,2.656477438,146,21.51626104,,,,,,
2011,209041217,Bundoora - West,6503,2501.153846,0.401420411,26,-1.215251405,,,,,,
2011,209041219,Lalor,20782,1717.520661,0.507810611,105,3.023993655,,,,,,
2011,209041220,Mill Park - North,19046,2351.358025,-0.900150892,-173,-1.188067445,,,,,,
2011,209041221,Mill Park - South,12810,2614.285714,-1.157407407,-150,-4.460023866,,,,,,
2011,209041223,Thomastown,21430,1457.823129,-0.445972313,-96,0.037344786,,,,,,
2011,209041224,Wallan,12189,24.0082726,4.689513012,546,17.99612778,,,,,,
2011,209041225,Whittlesea,7580,25.43624161,2.696111638,199,11.83239894,,,,,,
2011,209041430,Doreen,11066,763.1724138,21.48424635,1957,304.903037,,,,,,
2011,209041431,Epping - East,12587,1613.717949,4.586622351,552,18.96975425,,,,,,
2011,209041432,Epping - South,8433,530.3773585,-0.57769394,-49,-1.690370716,,,,,,
2011,209041433,Epping - West,6340,856.7567568,57.43729824,2313,927.5526742,,,,,,
2011,209041434,Mernda,6395,268.697479,31.26026273,1523,716.7305236,,,,,,
2011,209041435,South Morang (North),9816,716.4963504,13.49288935,1167,135.7914965,,,,,,
2011,209041436,South Morang (South),11842,1537.922078,4.105494505,467,40.80856124,,,,,,
2011,209041437,Wollert,528,9.795918367,24.52830189,104,52.60115607,,,,,,
2011,210011226,Airport West,7234,1955.135135,0.822299652,59,5.175923233,,,,,,
2011,210011227,Essendon Airport,0,0,0,0,0,,,,,,
2011,210011228,Keilor,8634,493.3714286,-0.507029269,-44,-3.390399463,,,,,,
2011,210011229,Keilor East,25394,2329.724771,0.197285354,50,1.799959912,,,,,,
2011,210011230,Niddrie - Essendon West,6472,2311.428571,0.216785382,14,6.290031204,,,,,,
2011,210011231,Strathmore,9397,2291.95122,-0.233570443,-22,4.562145321,,,,,,
2011,210021232,Gisborne,11380,53.90810043,2.939846223,325,15.85055482,,,,,,
2011,210021233,Macedon,3308,45.31506849,-0.630820066,-21,-4.365423533,,,,,,
2011,210021234,Riddells Creek,3882,46.54676259,1.041124414,40,6.414473684,,,,,,
2011,210021235,Romsey,8832,14.13798623,0.937142857,82,9.063966411,,,,,,
2011,210031236,Coburg North,6852,1398.367347,1.002358491,68,8.882885746,,,,,,
2011,210031237,Fawkner,13171,2582.54902,0.495956051,65,7.518367347,,,,,,
2011,210031239,Pascoe Vale,21506,3072.285714,0.976617523,208,10.65033958,,,,,,
2011,210031438,Glenroy,20568,2311.011236,1.841948901,372,9.334467361,,,,,,
2011,210031439,Gowanbrae,2886,1924,4.225352113,117,40.57476863,,,,,,
2011,210031440,Hadfield,5571,1797.096774,0.487012987,27,2.69124424,,,,,,
2011,210041240,Sunbury,13072,100.9420849,0.168582375,22,7.05978706,,,,,,
2011,210041241,Sunbury - South,24940,190.2364607,1.386235213,341,10.79028031,,,,,,
2011,210051242,Broadmeadows,12243,1391.25,1.618525896,195,6.785870039,,,,,,
2011,210051243,Campbellfield - Coolaroo,16735,919.5054945,0.892265027,148,5.112744174,,,,,,
2011,210051245,Gladstone Park - Westmeadows,17771,1278.489209,-0.687381245,-123,-2.077363897,,,,,,
2011,210051246,Greenvale - Bulla,13543,141.2200209,2.265347731,300,12.59561024,,,,,,
2011,210051247,Meadow Heights,15767,3427.608696,0.050764642,8,3.955957012,,,,,,
2011,210051248,Melbourne Airport,158,5.197368421,6.040268456,9,18.79699248,,,,,,
2011,210051249,Roxburgh Park - Somerton,20090,1633.333333,0.919274627,183,14.95765621,,,,,,
2011,210051250,Tullamarine,6545,1678.205128,-0.531914894,-35,-0.577244417,,,,,,
2011,210051441,Craigieburn - Central,8335,2083.75,1.17747026,97,4.357080255,,,,,,
2011,210051442,Craigieburn - North,8479,632.761194,9.746311157,753,149.0893067,,,,,,
2011,210051443,Craigieburn - South,12691,1066.470588,5.705480593,685,23.56148379,,,,,,
2011,210051444,Craigieburn - West,4247,685,30.63672716,996,1762.719298,,,,,,
2011,210051445,Mickleham - Yuroke,1579,22.36543909,7.561307902,111,32.46644295,,,,,,
2011,211011251,Bayswater,11635,1454.375,1.544772212,177,6.032990067,,,,,,
2011,211011254,Knoxfield - Scoresby,13471,880.4575163,0.260494195,35,2.808517133,,,,,,
2011,211011255,Lysterfield,6807,367.9459459,0.161859918,11,9.825750242,,,,,,
2011,211011256,Rowville - Central,15839,1931.585366,-0.993874234,-159,-0.882352941,,,,,,
2011,211011257,Rowville - North,8350,1988.095238,-1.660581792,-141,4.833647207,,,,,,
2011,211011258,Rowville - South,11241,1195.851064,-0.213049268,-24,4.860074627,,,,,,
2011,211011259,Wantirna,14320,1725.301205,-0.132505754,-19,-0.285495439,,,,,,
2011,211011260,Wantirna South,18176,1356.41791,-0.514504652,-94,-0.558047926,,,,,,
2011,211011446,Boronia,21461,1899.20354,0.699136637,149,4.033157206,,,,,,
2011,211011447,Ferntree Gully (North),13815,1973.571429,0.334083811,46,5.62734154,,,,,,
2011,211011448,Ferntree Gully (South) - Upper Ferntree Gully,15133,1662.967033,-0.289912367,-44,3.289877824,,,,,,
2011,211011449,The Basin,4418,775.0877193,0,0,0.959780622,,,,,,
2011,211021261,Donvale - Park Orchards,16152,776.5384615,-0.43765025,-71,1.00050025,,,,,,
2011,211021262,Warrandyte - Wonga Park,10502,229.30131,0.209923664,22,0.874075497,,,,,,
2011,211031263,Bayswater North,11819,1193.838384,0,0,5.348070238,,,,,,
2011,211031265,Croydon Hills - Warranwood,18613,1959.263158,-0.614053823,-115,2.084133165,,,,,,
2011,211031266,Ringwood,16594,1676.161616,1.12126752,184,9.013270267,,,,,,
2011,211031267,Ringwood East,19670,2092.553191,1.110311504,216,6.140729549,,,,,,
2011,211031268,Ringwood North,9658,2054.893617,-0.020703934,-2,1.226286553,,,,,,
2011,211031450,Croydon - East,14110,1741.975309,1.664385042,231,8.99961375,,,,,,
2011,211031451,Croydon - West,11738,1726.176471,0.617178124,72,6.796469839,,,,,,
2011,211031452,Croydon South,4678,1613.103448,0.667097052,31,8.036951501,,,,,,
2011,211041269,Forest Hill,10430,2543.902439,0.578592093,60,4.195804196,,,,,,
2011,211041270,Mitcham (Vic.),15346,2325.151515,0.530625614,81,3.32615136,,,,,,
2011,211041271,Nunawading,11382,2231.764706,0.940049663,106,7.855586089,,,,,,
2011,211041272,Vermont,10261,2230.652174,0.460152732,47,5.729005667,,,,,,
2011,211041273,Vermont South,11891,1917.903226,-0.610163825,-73,-0.117597648,,,,,,
2011,211051274,Belgrave - Selby,10414,186.9658887,-0.582338902,-61,-0.913415794,,,,,,
2011,211051275,Chirnside Park,9422,424.4144144,0.021231423,2,2.279635258,,,,,,
2011,211051276,Healesville - Yarra Glen,13175,35.65629229,0.304529882,40,5.072174815,,,,,,
2011,211051277,Kilsyth,8773,1069.878049,0.057025547,5,1.987909788,,,,,,
2011,211051278,Lilydale - Coldstream,18517,169.2595978,0.341389401,63,7.851360009,,,,,,
2011,211051279,Monbulk - Silvan,5732,83.55685131,-0.261005742,-15,2.192904261,,,,,,
2011,211051280,Montrose,6966,663.4285714,0.158159597,11,3.368452293,,,,,,
2011,211051281,Mooroolbark,21321,1705.68,1.176861387,248,7.340280924,,,,,,
2011,211051282,Mount Dandenong - Olinda,10060,122.8327228,0.249128052,25,2.884025363,,,,,,
2011,211051283,Mount Evelyn,9615,565.5882353,0.187558612,18,2.341671102,,,,,,
2011,211051284,Upwey - Tecoma,10067,1131.123596,-0.178482895,-18,-0.287242472,,,,,,
2011,211051285,Wandin - Seville,7646,68.38998211,0.499474238,38,4.510661564,,,,,,
2011,211051286,Yarra Valley,16347,22.39928748,0.177717858,29,3.331226296,,,,,,
2011,212011287,Beaconsfield - Officer,8223,199.5873786,5.843737933,454,21.40853388,,,,,,
2011,212011288,Bunyip - Garfield,8383,22.4685071,0.636254502,53,6.817023445,,,,,,
2011,212011289,Emerald - Cockatoo,18012,48.4714747,0.239301018,43,2.178352621,,,,,,
2011,212011290,Koo Wee Rup,6695,16.3531998,4.299735161,276,16.4145366,,,,,,
2011,212011291,Pakenham - North,12999,349.4354839,10.72402044,1259,70.56816691,,,,,,
2011,212011292,Pakenham - South,21687,435.4819277,9.497122084,1881,74.37484924,,,,,,
2011,212021293,Berwick - North,23042,1169.64467,0.580557859,133,6.93832088,,,,,,
2011,212021294,Berwick - South,23681,1589.328859,2.435331776,563,45.00642949,,,,,,
2011,212021295,Doveton,10695,2056.730769,2.481793791,259,10.57692308,,,,,,
2011,212021297,Hallam,10628,1312.098765,0.434700435,46,7.104706238,,,,,,
2011,212021299,Narre Warren North,7216,209.7674419,1.691093574,120,12.96180338,,,,,,
2011,212021453,Endeavour Hills - North,12459,859.2413793,0.273641851,34,1.432874705,,,,,,
2011,212021454,Endeavour Hills - South,14191,2534.107143,-0.81772435,-117,-2.654685142,,,,,,
2011,212021455,Narre Warren - North East,13657,2787.142857,-0.299313768,-41,0.745057539,,,,,,
2011,212021456,Narre Warren - South West,13297,1429.784946,0.339571385,45,3.769314812,,,,,,
2011,212031300,Cranbourne,19169,1474.538462,1.643777507,310,27.19129454,,,,,,
2011,212031301,Cranbourne East,8344,194.4988345,21.9170076,1500,97.25768322,,,,,,
2011,212031302,Cranbourne North,14826,1453.529412,8.575613328,1171,49.96965406,,,,,,
2011,212031303,Cranbourne South,6880,84.21052632,9.016003803,569,35.70019724,,,,,,
2011,212031304,Cranbourne West,9000,697.6744186,1.84451737,163,18.67088608,,,,,,
2011,212031305,Hampton Park - Lynbrook,24744,1860.451128,1.277013752,312,9.264329241,,,,,,
2011,212031306,Lynbrook - Lyndhurst,12107,1636.081081,14.98717827,1578,136.0038986,,,,,,
2011,212031308,Pearcedale - Tooradin,7706,78.23350254,1.08881018,83,1.783119799,,,,,,
2011,212031457,Narre Warren South (East),13157,2122.096774,0.858566501,112,14.60801394,,,,,,
2011,212031458,Narre Warren South (West),16483,2423.970588,-0.175629845,-29,12.28201635,,,,,,
2011,212041309,Clarinda - Oakleigh South,12199,1936.349206,-0.286087952,-35,-1.094535431,,,,,,
2011,212041310,Clayton South,12254,1551.139241,1.4571949,176,11.79636894,,,,,,
2011,212041311,Dandenong,27414,443.592233,3.009807237,801,17.92996645,,,,,,
2011,212041312,Dandenong North,22949,2415.684211,-0.147935431,-34,0.446448111,,,,,,
2011,212041313,Dingley Village,10568,1467.777778,0.180111859,19,1.870059765,,,,,,
2011,212041314,Keysborough,20848,688.0528053,1.801845793,369,15.50138504,,,,,,
2011,212041316,Noble Park North,7753,2040.263158,-0.115949498,-9,-0.65351102,,,,,,
2011,212041317,Springvale,20712,1865.945946,1.763867734,359,8.821520517,,,,,,
2011,212041318,Springvale South,12687,2758.043478,-0.220212348,-28,5.164124668,,,,,,
2011,212041459,Noble Park - East,11931,3139.736842,2.508806599,292,16.01516919,,,,,,
2011,212041460,Noble Park - West,17873,3723.541667,1.160289789,205,6.768219833,,,,,,
2011,212051319,Ashwood - Chadstone,16979,2534.179104,1.927002041,321,8.756085063,,,,,,
2011,212051320,Clayton,18698,1989.148936,6.341352443,1115,13.72095852,,,,,,
2011,212051321,Glen Waverley - East,21561,2343.586957,0.288385506,62,1.798866856,,,,,,
2011,212051322,Glen Waverley - West,19303,2506.883117,-0.325312403,-63,5.14189226,,,,,,
2011,212051323,Mount Waverley - North,15657,2408.769231,0.500673984,78,6.351039261,,,,,,
2011,212051324,Mount Waverley - South,17889,2056.206897,-0.178561464,-32,6.882953934,,,,,,
2011,212051325,Mulgrave,18517,1730.560748,1.207914298,221,9.788924463,,,,,,
2011,212051326,Oakleigh - Huntingdale,21232,2081.568627,0.869399971,183,7.771179128,,,,,,
2011,212051327,Wheelers Hill,20125,1935.096154,-0.83764474,-170,-2.433703398,,,,,,
2011,213011328,Ardeer - Albion,7387,1605.869565,0.722661576,53,12.67541184,,,,,,
2011,213011329,Cairnlea,9311,2116.136364,2.329926366,212,47.27934198,,,,,,
2011,213011330,Deer Park - Derrimut,23136,1086.197183,8.162692847,1746,64.4115975,,,,,,
2011,213011331,Delahey,8769,2505.428571,-1.427607914,-127,-3.09426456,,,,,,
2011,213011332,Keilor Downs,14192,1843.116883,-0.281056773,-40,-2.413532284,,,,,,
2011,213011333,Kings Park (Vic.),14305,3251.136364,-0.376070757,-54,-2.394923581,,,,,,
2011,213011334,St Albans - North,19800,3046.153846,1.216644515,238,5.622532807,,,,,,
2011,213011335,St Albans - South,17092,2713.015873,1.243928444,210,7.0726054,,,,,,
2011,213011336,Sunshine,9238,1965.531915,1.193997152,109,10.70101857,,,,,,
2011,213011337,Sunshine North,11108,1388.5,1.147331998,126,5.740123751,,,,,,
2011,213011338,Sunshine West,17512,1347.076923,1.207883026,209,6.455927052,,,,,,
2011,213011339,Sydenham,12058,3091.794872,1.123783965,134,7.78582283,,,,,,
2011,213011340,Taylors Lakes,18954,1024.540541,-0.894117647,-171,0.285714286,,,,,,
2011,213021341,Altona,12260,692.6553672,0.384835831,47,3.398836131,,,,,,
2011,213021342,Altona Meadows,19565,1863.333333,-1.086956522,-215,0.793364587,,,,,,
2011,213021343,Altona North,13558,836.9135802,1.436480622,192,5.559015883,,,,,,
2011,213021344,Newport,16798,1908.863636,0.767846431,128,8.556287967,,,,,,
2011,213021345,Seabrook,5219,3261.875,0.019164431,1,1.221877424,,,,,,
2011,213021346,Williamstown,15354,2103.287671,-0.253361918,-39,4.08785845,,,,,,
2011,213031347,Braybrook,16719,2229.2,2.30067919,376,24.00979083,,,,,,
2011,213031348,Footscray,14025,2805,6.137429998,811,18.57456882,,,,,,
2011,213031349,Maribyrnong,10671,1940.181818,1.531874405,161,24.80701754,,,,,,
2011,213031350,Seddon - Kingsville,8701,5118.235294,0.963100487,83,4.818696543,,,,,,
2011,213031351,West Footscray - Tottenham,10713,1785.5,-0.279251606,-30,5.526004728,,,,,,
2011,213031352,Yarraville,14325,2558.035714,0.986958054,140,8.481635744,,,,,,
2011,213041353,Bacchus Marsh,17488,89.08813041,2.834293779,482,12.13850593,,,,,,
2011,213041355,Hillside,16180,243.3082707,1.754606629,279,15.29143509,,,,,,
2011,213041356,Melton,18247,139.6097934,3.01473494,534,19.88830486,,,,,,
2011,213041357,Melton South,16031,144.4234234,6.994593873,1048,31.21879348,,,,,,
2011,213041358,Melton West,14514,599.7520661,5.448997384,750,37.37813535,,,,,,
2011,213041359,Rockbank - Mount Cottrell,2772,22.03497615,3.703703704,99,16.17770327,,,,,,
2011,213041360,Taylors Hill,16011,2668.5,5.266272189,801,94.00218103,,,,,,
2011,213041461,Burnside,4494,1728.461538,0.447027269,20,2.978918423,,,,,,
2011,213041462,Burnside Heights,5179,2589.5,12.68494343,583,1342.618384,,,,,,
2011,213041463,Caroline Springs,17310,2472.857143,8.316125399,1329,53.59361136,,,,,,
2011,213051361,Hoppers Crossing - North,19603,1798.440367,0.061252616,12,1.015149954,,,,,,
2011,213051362,Hoppers Crossing - South,19327,2761,0.446962216,86,-1.277008735,,,,,,
2011,213051363,Laverton,5587,251.6666667,8.908382066,457,22.76422764,,,,,,
2011,213051365,Tarneit,22534,362.8663446,14.78198859,2902,191.1369509,,,,,,
2011,213051366,Truganina,11544,424.4117647,23.26748532,2179,269.0537084,,,,,,
2011,213051368,Werribee - South,10862,95.28070175,1.107698036,119,5.548537557,,,,,,
2011,213051369,Wyndham Vale,17687,137.9641186,8.078215704,1322,65.95045975,,,,,,
2011,213051464,Point Cook - East,6721,353.7368421,6.547241598,413,93.41007194,,,,,,
2011,213051465,Point Cook - North,20201,2376.588235,8.590012364,1598,87.65443567,,,,,,
2011,213051466,Point Cook - South,6440,685.106383,53.99330464,2258,2046.666667,,,,,,
2011,213051467,Werribee - East,19620,2515.384615,0.853294952,166,5.065866981,,,,,,
2011,213051468,Werribee - West,11214,87.81519186,0.22343373,25,1.862112817,,,,,,
2011,214011370,Carrum Downs,19682,969.5566502,0.938509667,183,12.14814815,,,,,,
2011,214011371,Frankston,22301,1922.5,0.278789514,62,3.532961931,,,,,,
2011,214011372,Frankston North,19620,1486.363636,0.199172667,39,2.695629416,,,,,,
2011,214011373,Frankston South,18260,1250.684932,0.462147887,84,3.035774743,,,,,,
2011,214011374,Langwarrin,23163,616.037234,0.294436025,68,9.0742136,,,,,,
2011,214011375,Seaford (Vic.),16574,1336.612903,0.351174619,58,4.291467405,,,,,,
2011,214011376,Skye - Sandhurst,10750,542.9292929,8.083651719,804,51.34450232,,,,,,
2011,214021377,Dromana,9333,206.940133,0.908206293,84,8.070866142,,,,,,
2011,214021378,Flinders,5578,19.40848991,-1.58786168,-90,-6.42509646,,,,,,
2011,214021379,Hastings - Somers,20885,191.7814509,0.752568865,156,10.91932657,,,,,,
2011,214021380,Mornington,23224,1100.663507,0.259022621,60,8.033679118,,,,,,
2011,214021381,Mount Eliza,17942,773.362069,0.662028725,118,4.960804961,,,,,,
2011,214021382,Mount Martha,17581,582.1523179,1.436648973,249,15.32305674,,,,,,
2011,214021383,Point Nepean,16670,248.0654762,0.048013444,8,0.773787934,,,,,,
2011,214021384,Rosebud - McCrae,20151,846.6806723,0.926575178,185,9.940531398,,,,,,
2011,214021385,Somerville,17907,152.5298126,-0.228437709,-41,4.207402235,,,,,,
2011,301011001,Alexandra Hills,17308,1272.647059,0.307157346,53,-0.762570954,,,,,,
2011,301011002,Belmont - Gumdale,7764,234.5619335,1.067430357,82,8.617795187,,,,,,
2011,301011003,Birkdale,14914,1285.689655,0.749848004,111,3.225359911,,,,,,
2011,301011004,Capalaba,17557,928.9417989,0.354386968,62,0.165449566,,,,,,
2011,301011005,Thorneside,3672,1360,1.576763485,57,3.204047218,,,,,,
2011,301011006,Wellington Point,11397,1212.446809,1.270659321,143,9.114408808,,,,,,
2011,301021007,Cleveland,15033,1263.277311,1.526305126,226,7.91041562,,,,,,
2011,301021008,Ormiston,5830,1189.795918,0.499913808,29,4.442852024,,,,,,
2011,301021009,Redland Bay,14038,299.3176972,2.482114177,340,26.97178003,,,,,,
2011,301021011,Sheldon - Mount Cotton,6706,102.8527607,4.863174355,311,34.95673174,,,,,,
2011,301021012,Thornlands,13303,615.8796296,1.993406425,260,23.51903435,,,,,,
2011,301021013,Victoria Point,15307,1142.313433,2.046666667,307,9.398227559,,,,,,
2011,301021527,Redland Islands,8646,27.27444795,3.100405438,260,22.8125,,,,,,
2011,301031014,Brisbane Port - Lytton,8,0.243902439,0,0,14.28571429,,,,,,
2011,301031015,Manly - Lota,7436,1770.47619,1.018883304,75,6.198229077,,,,,,
2011,301031016,Manly West,11037,2252.44898,1.117727897,122,7.290755322,,,,,,
2011,301031017,Murarrie,4152,494.2857143,1.342445692,55,16.04248183,,,,,,
2011,301031018,Tingalpa,8843,993.5955056,1.213231086,106,9.092030595,,,,,,
2011,301031019,Wakerley,7960,1530.769231,7.94684025,586,99.84935978,,,,,,
2011,301031020,Wynnum,12992,2129.836066,2.178529296,277,8.765173713,,,,,,
2011,301031021,Wynnum West - Hemmant,14825,1205.284553,0.85720117,126,7.124792254,,,,,,
2011,302011022,Bald Hills,7161,534.4029851,0.25199496,18,17.2972973,,,,,,
2011,302011023,Bridgeman Downs,7956,837.4736842,0.403836446,32,6.023454158,,,,,,
2011,302011024,Carseldine,8077,1794.888889,3.365753775,263,16.99015064,,,,,,
2011,302011025,Everton Park,8619,2052.142857,0.818809217,70,8.949563898,,,,,,
2011,302011026,McDowall,7391,1679.772727,0.325777114,24,3.704223376,,,,,,
2011,302021027,Aspley,12859,2041.111111,0.586670839,75,5.332568807,,,,,,
2011,302021028,Chermside,8578,2522.941176,6.453214197,520,32.05049261,,,,,,
2011,302021029,Chermside West,6402,1882.941176,0.297665674,19,5.105893942,,,,,,
2011,302021030,Geebung,4458,1114.5,0.450653447,20,3.674418605,,,,,,
2011,302021031,Kedron - Gordon Park,13153,2529.423077,1.630350796,211,9.081107978,,,,,,
2011,302021032,Stafford,6280,1847.058824,1.848848524,114,10.89528518,,,,,,
2011,302021033,Stafford Heights,7003,2414.827586,0.415830227,29,0.560022975,,,,,,
2011,302021034,Wavell Heights,9813,2725.833333,1.552312946,150,8.997001,,,,,,
2011,302031035,Boondall,9052,838.1481481,0.577777778,52,3.274386766,,,,,,
2011,302031036,Brisbane Airport,182,4,10.97560976,18,80.1980198,,,,,,
2011,302031037,Eagle Farm - Pinkenba,279,38.75,-3.460207612,-10,-5.743243243,,,,,,
2011,302031038,Northgate - Virginia,6594,1080.983607,2.534598041,163,12.56401502,,,,,,
2011,302031039,Nudgee - Banyo,8957,649.057971,2.871253015,250,19.98660415,,,,,,
2011,302031040,Nundah,10896,2944.864865,3.025718608,320,27.1411902,,,,,,
2011,302041041,Bracken Ridge,17390,2146.91358,0.265221402,46,10.23073022,,,,,,
2011,302041042,Brighton (Qld),9357,1439.538462,1.189574997,110,6.112497165,,,,,,
2011,302041043,Deagon,3577,1277.5,2.258433391,79,12.30769231,,,,,,
2011,302041044,Sandgate - Shorncliffe,6796,1580.465116,0.681481481,46,2.364813978,,,,,,
2011,302041045,Taigum - Fitzgibbon,9250,1468.253968,3.90923388,348,18.13537676,,,,,,
2011,302041046,Zillmere,8402,2270.810811,2.990929149,244,10.82970584,,,,,,
2011,303011047,Camp Hill,10918,2373.478261,1.685759523,181,7.725703009,,,,,,
2011,303011048,Cannon Hill,4751,1187.75,0.274377374,13,13.79640719,,,,,,
2011,303011049,Carina,10707,2433.409091,2.292920608,240,16.16578062,,,,,,
2011,303011050,Carina Heights,6364,1871.764706,1.176470588,74,7.791327913,,,,,,
2011,303011051,Carindale,16270,1595.098039,0.456902939,74,3.882007406,,,,,,
2011,303021052,Annerley,11273,3887.241379,2.055042549,227,12.02424724,,,,,,
2011,303021053,Coorparoo,15694,2961.132075,1.691181235,261,9.373475504,,,,,,
2011,303021054,Fairfield - Dutton Park,4287,2041.428571,1.108490566,47,4.255836576,,,,,,
2011,303021055,Greenslopes,9066,3022,0.991422524,89,8.057210965,,,,,,
2011,303021056,Holland Park,8163,2473.636364,1.089783282,88,5.179744878,,,,,,
2011,303021057,Holland Park West,6238,2399.230769,1.66232073,102,9.227805988,,,,,,
2011,303021058,Woolloongabba,5082,2117.5,6.162523501,295,25.63658838,,,,,,
2011,303021059,Yeronga,8848,1450.491803,1.224116234,107,12.62729124,,,,,,
2011,303031060,Eight Mile Plains,14777,1919.090909,2.518384904,363,18.14039015,,,,,,
2011,303031061,Macgregor (Qld),5889,2181.111111,1.744989634,101,5.613342898,,,,,,
2011,303031062,Mansfield (Qld),8835,1666.981132,0.637885864,56,2.637081784,,,,,,
2011,303031063,Mount Gravatt,14663,1981.486486,1.678108314,242,6.951130562,,,,,,
2011,303031064,Rochedale - Burbank,4275,90.38054968,1.207386364,51,2.174952199,,,,,,
2011,303031065,Upper Mount Gravatt,9296,2213.333333,2.322509631,211,14.46866149,,,,,,
2011,303031066,Wishart,10891,2268.958333,0.628291601,68,2.638771087,,,,,,
2011,303041067,Coopers Plains,4793,1089.318182,1.032883642,49,7.249944059,,,,,,
2011,303041068,Moorooka,10396,2535.609756,1.592885762,163,10.01058201,,,,,,
2011,303041069,Robertson,5147,2708.947368,1.179477098,60,2.529880478,,,,,,
2011,303041070,Salisbury - Nathan,7452,784.4210526,2.194185409,160,8.772441979,,,,,,
2011,303041071,Tarragindi,10371,2304.666667,1.299081852,133,7.2825075,,,,,,
2011,303051072,Algester,8578,2318.378378,0.977045321,83,7.642113189,,,,,,
2011,303051073,Calamvale - Stretton,19413,985.4314721,2.497360084,473,30.45494254,,,,,,
2011,303051074,Pallara - Willawong,3896,145.917603,10.430839,368,118.8764045,,,,,,
2011,303051075,Parkinson - Drewvale,14891,1172.519685,0.764650156,113,22.32810318,,,,,,
2011,303051076,Rocklea - Acacia Ridge,9107,406.5625,-0.30651341,-28,-0.773589017,,,,,,
2011,303061077,Kuraby,8077,1755.869565,1.661422278,132,15.8989812,,,,,,
2011,303061078,Runcorn,13973,2085.522388,2.141812865,293,8.334625523,,,,,,
2011,303061079,Sunnybank,8556,1944.545455,2.027188171,170,4.049616928,,,,,,
2011,303061080,Sunnybank Hills,17837,2787.03125,1.931538945,338,6.470482899,,,,,,
2011,304011081,Jindalee - Mount Ommaney,7626,1588.75,0.105014439,8,1.020002649,,,,,,
2011,304011082,Middle Park - Jamboree Heights,7362,2726.666667,-0.888529887,-66,-2.373690492,,,,,,
2011,304011083,Riverhills,3954,1797.272727,-1.075806855,-43,-3.016924209,,,,,,
2011,304011084,Seventeen Mile Rocks - Sinnamon Park,9849,1823.888889,0.726119861,71,10.84974676,,,,,,
2011,304011085,Westlake,4594,2417.894737,-0.7132051,-33,-4.031752663,,,,,,
2011,304021086,Bellbowrie - Moggill,9357,537.7586207,1.408908638,130,28.49491898,,,,,,
2011,304021087,Brookfield - Kenmore Hills,7201,124.1551724,-0.180205157,-13,0.741466144,,,,,,
2011,304021088,Chapel Hill,10682,1978.148148,1.002269289,106,3.35752298,,,,,,
2011,304021089,Fig Tree Pocket,3844,893.9534884,-0.05200208,-2,12.23357664,,,,,,
2011,304021090,Kenmore,8847,1669.245283,0.85499316,75,3.801478353,,,,,,
2011,304021091,Pinjarra Hills - Pullenvale,5596,126.6063348,0.992600614,55,12.07690767,,,,,,
2011,304031092,Chelmer - Graceville,6841,2137.8125,-0.014615609,-1,-0.451105937,,,,,,
2011,304031093,Corinda,4914,1694.482759,0.986436498,48,7.857769974,,,,,,
2011,304031094,Indooroopilly,12318,1664.594595,0.950663826,116,10.604292,,,,,,
2011,304031095,Sherwood,5481,2383.043478,0.531914894,29,11.26674787,,,,,,
2011,304031096,St Lucia,11955,3516.176471,1.159248604,137,7.364167041,,,,,,
2011,304031097,Taringa,8391,3995.714286,0.575332614,48,6.714994277,,,,,,
2011,304041098,Enoggera,7947,827.8125,3.18099195,245,21.3467705,,,,,,
2011,304041099,Enoggera Reservoir,26,0.689655172,0,0,0,,,,,,
2011,304041100,Keperra,7298,1403.461538,0.205959083,15,1.248612653,,,,,,
2011,304041101,Mitchelton,7996,1903.809524,1.125584925,89,10.04679328,,,,,,
2011,304041102,Mount Coot-tha,0,0,0,0,0,,,,,,
2011,304041103,The Gap,16666,1354.95935,0.042019329,7,3.010074788,,,,,,
2011,304041104,Upper Kedron - Ferny Grove,9360,709.0909091,1.167315175,108,11.36228435,,,,,,
2011,305011105,Brisbane City,9356,3898.333333,3.955555556,356,25.49966465,,,,,,
2011,305011106,Fortitude Valley,5545,4265.384615,1.724454229,94,9.110586383,,,,,,
2011,305011107,Highgate Hill,6164,5136.666667,1.181877873,72,7.480383609,,,,,,
2011,305011108,Kangaroo Point,7527,5790,1.757469244,130,4.39667129,,,,,,
2011,305011109,New Farm,12512,5958.095238,1.319944935,163,4.04989605,,,,,,
