SA4_code_2016,Region Name,Time,Estiamted Resident Population,Population Growth Rate (1-year)
399,Special Purpose Codes (SA4) (Qld),2007,0,
399,Special Purpose Codes (SA4) (Qld),2008,0,
399,Special Purpose Codes (SA4) (Qld),2009,0,
399,Special Purpose Codes (SA4) (Qld),2010,0,
399,Special Purpose Codes (SA4) (Qld),2011,0,
399,Special Purpose Codes (SA4) (Qld),2012,0,
399,Special Purpose Codes (SA4) (Qld),2013,0,
399,Special Purpose Codes (SA4) (Qld),2014,0,
399,Special Purpose Codes (SA4) (Qld),2015,0,
399,Special Purpose Codes (SA4) (Qld),2016,0,
399,Special Purpose Codes (SA4) (Qld),2017,0,
499,Special Purpose Codes (SA4) (SA),2001,0,
499,Special Purpose Codes (SA4) (SA),2002,0,
499,Special Purpose Codes (SA4) (SA),2003,0,
499,Special Purpose Codes (SA4) (SA),2004,0,
499,Special Purpose Codes (SA4) (SA),2005,0,
499,Special Purpose Codes (SA4) (SA),2006,0,
499,Special Purpose Codes (SA4) (SA),2007,0,
499,Special Purpose Codes (SA4) (SA),2008,0,
499,Special Purpose Codes (SA4) (SA),2009,0,
499,Special Purpose Codes (SA4) (SA),2010,0,
499,Special Purpose Codes (SA4) (SA),2011,0,
499,Special Purpose Codes (SA4) (SA),2012,0,
499,Special Purpose Codes (SA4) (SA),2013,0,
499,Special Purpose Codes (SA4) (SA),2014,0,
499,Special Purpose Codes (SA4) (SA),2015,0,
499,Special Purpose Codes (SA4) (SA),2016,0,
499,Special Purpose Codes (SA4) (SA),2017,0,
599,Special Purpose Codes (SA4) (WA),2001,0,
599,Special Purpose Codes (SA4) (WA),2002,0,
599,Special Purpose Codes (SA4) (WA),2003,0,
599,Special Purpose Codes (SA4) (WA),2004,0,
599,Special Purpose Codes (SA4) (WA),2005,0,
599,Special Purpose Codes (SA4) (WA),2006,0,
599,Special Purpose Codes (SA4) (WA),2007,0,
599,Special Purpose Codes (SA4) (WA),2008,0,
599,Special Purpose Codes (SA4) (WA),2009,0,
599,Special Purpose Codes (SA4) (WA),2010,0,
599,Special Purpose Codes (SA4) (WA),2011,0,
599,Special Purpose Codes (SA4) (WA),2012,0,
599,Special Purpose Codes (SA4) (WA),2013,0,
599,Special Purpose Codes (SA4) (WA),2014,0,
599,Special Purpose Codes (SA4) (WA),2015,0,
599,Special Purpose Codes (SA4) (WA),2016,0,
599,Special Purpose Codes (SA4) (WA),2017,0,
699,Special Purpose Codes (SA4) (Tas.),2001,0,
699,Special Purpose Codes (SA4) (Tas.),2002,0,
699,Special Purpose Codes (SA4) (Tas.),2003,0,
699,Special Purpose Codes (SA4) (Tas.),2004,0,
699,Special Purpose Codes (SA4) (Tas.),2005,0,
699,Special Purpose Codes (SA4) (Tas.),2006,0,
699,Special Purpose Codes (SA4) (Tas.),2007,0,
699,Special Purpose Codes (SA4) (Tas.),2008,0,
699,Special Purpose Codes (SA4) (Tas.),2009,0,
699,Special Purpose Codes (SA4) (Tas.),2010,0,
699,Special Purpose Codes (SA4) (Tas.),2011,0,
699,Special Purpose Codes (SA4) (Tas.),2012,0,
699,Special Purpose Codes (SA4) (Tas.),2013,0,
699,Special Purpose Codes (SA4) (Tas.),2014,0,
699,Special Purpose Codes (SA4) (Tas.),2015,0,
699,Special Purpose Codes (SA4) (Tas.),2016,0,
699,Special Purpose Codes (SA4) (Tas.),2017,0,
799,Special Purpose Codes (SA4) (NT),2001,0,
799,Special Purpose Codes (SA4) (NT),2002,0,
799,Special Purpose Codes (SA4) (NT),2003,0,
799,Special Purpose Codes (SA4) (NT),2004,0,
799,Special Purpose Codes (SA4) (NT),2005,0,
799,Special Purpose Codes (SA4) (NT),2006,0,
799,Special Purpose Codes (SA4) (NT),2007,0,
799,Special Purpose Codes (SA4) (NT),2008,0,
799,Special Purpose Codes (SA4) (NT),2009,0,
799,Special Purpose Codes (SA4) (NT),2010,0,
799,Special Purpose Codes (SA4) (NT),2011,0,
799,Special Purpose Codes (SA4) (NT),2012,0,
799,Special Purpose Codes (SA4) (NT),2013,0,
799,Special Purpose Codes (SA4) (NT),2014,0,
799,Special Purpose Codes (SA4) (NT),2015,0,
799,Special Purpose Codes (SA4) (NT),2016,0,
799,Special Purpose Codes (SA4) (NT),2017,0,
899,Special Purpose Codes (SA4) (ACT),2001,0,
899,Special Purpose Codes (SA4) (ACT),2002,0,
899,Special Purpose Codes (SA4) (ACT),2003,0,
899,Special Purpose Codes (SA4) (ACT),2004,0,
899,Special Purpose Codes (SA4) (ACT),2005,0,
899,Special Purpose Codes (SA4) (ACT),2006,0,
899,Special Purpose Codes (SA4) (ACT),2007,0,
899,Special Purpose Codes (SA4) (ACT),2008,0,
899,Special Purpose Codes (SA4) (ACT),2009,0,
899,Special Purpose Codes (SA4) (ACT),2010,0,
899,Special Purpose Codes (SA4) (ACT),2011,0,
899,Special Purpose Codes (SA4) (ACT),2012,0,
899,Special Purpose Codes (SA4) (ACT),2013,0,
899,Special Purpose Codes (SA4) (ACT),2014,0,
899,Special Purpose Codes (SA4) (ACT),2015,0,
899,Special Purpose Codes (SA4) (ACT),2016,0,
899,Special Purpose Codes (SA4) (ACT),2017,0,
999,Special Purpose Codes (SA4) (OT),2001,0,
999,Special Purpose Codes (SA4) (OT),2002,0,
999,Special Purpose Codes (SA4) (OT),2003,0,
999,Special Purpose Codes (SA4) (OT),2004,0,
999,Special Purpose Codes (SA4) (OT),2005,0,
999,Special Purpose Codes (SA4) (OT),2006,0,
999,Special Purpose Codes (SA4) (OT),2007,0,
999,Special Purpose Codes (SA4) (OT),2008,0,
999,Special Purpose Codes (SA4) (OT),2009,0,
999,Special Purpose Codes (SA4) (OT),2010,0,
999,Special Purpose Codes (SA4) (OT),2011,0,
999,Special Purpose Codes (SA4) (OT),2012,0,
999,Special Purpose Codes (SA4) (OT),2013,0,
999,Special Purpose Codes (SA4) (OT),2014,0,
999,Special Purpose Codes (SA4) (OT),2015,0,
999,Special Purpose Codes (SA4) (OT),2016,0,
999,Special Purpose Codes (SA4) (OT),2017,0,
