SA4_code_2016,Region Name,Time,Estiamted Resident Population,Population Growth Rate (1-year)
316,Sunshine Coast,2010,313823,1.74
316,Sunshine Coast,2011,318279,1.4
316,Sunshine Coast,2012,326506,2.52
316,Sunshine Coast,2013,334329,2.34
316,Sunshine Coast,2014,341640,2.14
316,Sunshine Coast,2015,348814,2.06
316,Sunshine Coast,2016,356763,2.23
316,Sunshine Coast,2017,365839,2.48
317,Toowoomba,2001,122996,
317,Toowoomba,2002,124833,1.47
317,Toowoomba,2003,126712,1.48
317,Toowoomba,2004,128888,1.69
317,Toowoomba,2005,131775,2.19
317,Toowoomba,2006,133932,1.61
317,Toowoomba,2007,135936,1.47
317,Toowoomba,2008,138302,1.71
317,Toowoomba,2009,141055,1.95
317,Toowoomba,2010,142902,1.29
317,Toowoomba,2011,144258,0.94
317,Toowoomba,2012,146634,1.62
317,Toowoomba,2013,148542,1.28
317,Toowoomba,2014,150143,1.07
317,Toowoomba,2015,151495,0.89
317,Toowoomba,2016,152862,0.89
317,Toowoomba,2017,154843,1.28
318,Townsville,2001,186618,
318,Townsville,2002,189410,1.47
318,Townsville,2003,191955,1.33
318,Townsville,2004,194686,1.4
318,Townsville,2005,198566,1.95
318,Townsville,2006,202542,1.96
318,Townsville,2007,206976,2.14
318,Townsville,2008,212343,2.53
318,Townsville,2009,217244,2.26
318,Townsville,2010,220868,1.64
318,Townsville,2011,224678,1.7
318,Townsville,2012,228179,1.53
318,Townsville,2013,230806,1.14
318,Townsville,2014,232778,0.85
318,Townsville,2015,233543,0.33
318,Townsville,2016,234310,0.33
318,Townsville,2017,235683,0.58
319,Wide Bay,2001,227560,
319,Wide Bay,2002,230960,1.47
319,Wide Bay,2003,235859,2.08
319,Wide Bay,2004,241838,2.47
319,Wide Bay,2005,248209,2.57
319,Wide Bay,2006,254820,2.59
319,Wide Bay,2007,260855,2.31
319,Wide Bay,2008,267441,2.46
319,Wide Bay,2009,273694,2.28
319,Wide Bay,2010,277505,1.37
319,Wide Bay,2011,280002,0.89
319,Wide Bay,2012,284131,1.45
319,Wide Bay,2013,287057,1.02
319,Wide Bay,2014,288899,0.64
319,Wide Bay,2015,290197,0.45
319,Wide Bay,2016,292109,0.65
319,Wide Bay,2017,294368,0.77
397,Migratory - Offshore - Shipping (Qld),2001,0,
397,Migratory - Offshore - Shipping (Qld),2002,0,
397,Migratory - Offshore - Shipping (Qld),2003,0,
397,Migratory - Offshore - Shipping (Qld),2004,0,
397,Migratory - Offshore - Shipping (Qld),2005,0,
397,Migratory - Offshore - Shipping (Qld),2006,0,
397,Migratory - Offshore - Shipping (Qld),2007,0,
397,Migratory - Offshore - Shipping (Qld),2008,0,
397,Migratory - Offshore - Shipping (Qld),2009,0,
397,Migratory - Offshore - Shipping (Qld),2010,0,
397,Migratory - Offshore - Shipping (Qld),2011,0,
397,Migratory - Offshore - Shipping (Qld),2012,0,
397,Migratory - Offshore - Shipping (Qld),2013,0,
397,Migratory - Offshore - Shipping (Qld),2014,0,
397,Migratory - Offshore - Shipping (Qld),2015,0,
397,Migratory - Offshore - Shipping (Qld),2016,0,
397,Migratory - Offshore - Shipping (Qld),2017,0,
401,Adelaide - Central and Hills,2001,260423,
401,Adelaide - Central and Hills,2002,262966,0.97
401,Adelaide - Central and Hills,2003,265359,0.9
401,Adelaide - Central and Hills,2004,268039,1
401,Adelaide - Central and Hills,2005,270934,1.07
401,Adelaide - Central and Hills,2006,274150,1.17
401,Adelaide - Central and Hills,2007,277423,1.18
401,Adelaide - Central and Hills,2008,280355,1.05
401,Adelaide - Central and Hills,2009,283615,1.15
401,Adelaide - Central and Hills,2010,286293,0.94
401,Adelaide - Central and Hills,2011,287515,0.43
401,Adelaide - Central and Hills,2012,289891,0.82
401,Adelaide - Central and Hills,2013,291600,0.59
401,Adelaide - Central and Hills,2014,293615,0.69
401,Adelaide - Central and Hills,2015,295797,0.74
401,Adelaide - Central and Hills,2016,297617,0.61
401,Adelaide - Central and Hills,2017,299889,0.76
402,Adelaide - North,2001,354538,
402,Adelaide - North,2002,357517,0.83
402,Adelaide - North,2003,360923,0.94
402,Adelaide - North,2004,363521,0.71
402,Adelaide - North,2005,367466,1.07
402,Adelaide - North,2006,372190,1.27
402,Adelaide - North,2007,378571,1.69
402,Adelaide - North,2008,384890,1.64
402,Adelaide - North,2009,391532,1.7
402,Adelaide - North,2010,397651,1.54
402,Adelaide - North,2011,402307,1.16
402,Adelaide - North,2012,407919,1.38
402,Adelaide - North,2013,413459,1.34
402,Adelaide - North,2014,419249,1.38
402,Adelaide - North,2015,424444,1.22
402,Adelaide - North,2016,429924,1.27
402,Adelaide - North,2017,434292,1.01
403,Adelaide - South,2001,324011,
403,Adelaide - South,2002,325151,0.35
403,Adelaide - South,2003,326453,0.4
403,Adelaide - South,2004,327260,0.25
403,Adelaide - South,2005,328956,0.52
403,Adelaide - South,2006,331722,0.83
403,Adelaide - South,2007,335078,1
403,Adelaide - South,2008,338732,1.08
403,Adelaide - South,2009,343312,1.33
403,Adelaide - South,2010,347303,1.15
403,Adelaide - South,2011,350017,0.78
403,Adelaide - South,2012,353263,0.92
403,Adelaide - South,2013,355728,0.69
403,Adelaide - South,2014,358152,0.68
403,Adelaide - South,2015,360395,0.62
403,Adelaide - South,2016,362685,0.63
403,Adelaide - South,2017,365060,0.65
404,Adelaide - West,2001,209034,
404,Adelaide - West,2002,209347,0.15
404,Adelaide - West,2003,209515,0.08
404,Adelaide - West,2004,209721,0.1
404,Adelaide - West,2005,209989,0.13
404,Adelaide - West,2006,211181,0.56
404,Adelaide - West,2007,213138,0.92
404,Adelaide - West,2008,215546,1.12
404,Adelaide - West,2009,218895,1.53
404,Adelaide - West,2010,221850,1.33
404,Adelaide - West,2011,224252,1.07
404,Adelaide - West,2012,226777,1.11
404,Adelaide - West,2013,228909,0.93
404,Adelaide - West,2014,231063,0.93
404,Adelaide - West,2015,232783,0.74
404,Adelaide - West,2016,233831,0.45
404,Adelaide - West,2017,234926,0.47
405,Barossa - Yorke - Mid North,2001,102255,
405,Barossa - Yorke - Mid North,2002,102717,0.45
405,Barossa - Yorke - Mid North,2003,103131,0.4
405,Barossa - Yorke - Mid North,2004,103624,0.48
405,Barossa - Yorke - Mid North,2005,104216,0.57
405,Barossa - Yorke - Mid North,2006,104755,0.51
405,Barossa - Yorke - Mid North,2007,105595,0.8
405,Barossa - Yorke - Mid North,2008,106198,0.57
405,Barossa - Yorke - Mid North,2009,106917,0.67
405,Barossa - Yorke - Mid North,2010,107733,0.76
405,Barossa - Yorke - Mid North,2011,108115,0.35
405,Barossa - Yorke - Mid North,2012,109277,1.06
405,Barossa - Yorke - Mid North,2013,110323,0.95
405,Barossa - Yorke - Mid North,2014,111403,0.97
405,Barossa - Yorke - Mid North,2015,112310,0.81
405,Barossa - Yorke - Mid North,2016,113147,0.74
405,Barossa - Yorke - Mid North,2017,113578,0.38
406,South Australia - Outback,2001,85376,
406,South Australia - Outback,2002,84464,-1.08
406,South Australia - Outback,2003,84481,0.02
406,South Australia - Outback,2004,84279,-0.24
406,South Australia - Outback,2005,83934,-0.41
406,South Australia - Outback,2006,84204,0.32
406,South Australia - Outback,2007,84892,0.81
406,South Australia - Outback,2008,85519,0.73
406,South Australia - Outback,2009,86026,0.59
406,South Australia - Outback,2010,86548,0.6
406,South Australia - Outback,2011,86850,0.35
406,South Australia - Outback,2012,86955,0.12
406,South Australia - Outback,2013,86911,-0.05
406,South Australia - Outback,2014,86785,-0.15
406,South Australia - Outback,2015,86499,-0.33
406,South Australia - Outback,2016,85754,-0.87
406,South Australia - Outback,2017,85132,-0.73
407,South Australia - South East,2001,167824,
407,South Australia - South East,2002,169405,0.93
407,South Australia - South East,2003,170537,0.66
407,South Australia - South East,2004,171745,0.7
407,South Australia - South East,2005,173309,0.9
407,South Australia - South East,2006,174327,0.58
407,South Australia - South East,2007,175922,0.91
407,South Australia - South East,2008,177425,0.85
407,South Australia - South East,2009,178605,0.66
407,South Australia - South East,2010,179944,0.74
407,South Australia - South East,2011,180558,0.34
407,South Australia - South East,2012,182643,1.14
407,South Australia - South East,2013,184558,1.04
407,South Australia - South East,2014,186678,1.14
407,South Australia - South East,2015,188440,0.94
407,South Australia - South East,2016,189885,0.76
407,South Australia - South East,2017,190794,0.48
497,Migratory - Offshore - Shipping (SA),2001,0,
497,Migratory - Offshore - Shipping (SA),2002,0,
497,Migratory - Offshore - Shipping (SA),2003,0,
497,Migratory - Offshore - Shipping (SA),2004,0,
497,Migratory - Offshore - Shipping (SA),2005,0,
497,Migratory - Offshore - Shipping (SA),2006,0,
497,Migratory - Offshore - Shipping (SA),2007,0,
497,Migratory - Offshore - Shipping (SA),2008,0,
497,Migratory - Offshore - Shipping (SA),2009,0,
497,Migratory - Offshore - Shipping (SA),2010,0,
497,Migratory - Offshore - Shipping (SA),2011,0,
497,Migratory - Offshore - Shipping (SA),2012,0,
497,Migratory - Offshore - Shipping (SA),2013,0,
497,Migratory - Offshore - Shipping (SA),2014,0,
497,Migratory - Offshore - Shipping (SA),2015,0,
497,Migratory - Offshore - Shipping (SA),2016,0,
497,Migratory - Offshore - Shipping (SA),2017,0,
502,Mandurah,2001,59145,
502,Mandurah,2002,60070,1.54
502,Mandurah,2003,62721,4.23
502,Mandurah,2004,65749,4.61
502,Mandurah,2005,68262,3.68
502,Mandurah,2006,70623,3.34
502,Mandurah,2007,73439,3.83
502,Mandurah,2008,77689,5.47
502,Mandurah,2009,81585,4.78
502,Mandurah,2010,83762,2.6
502,Mandurah,2011,87424,4.19
502,Mandurah,2012,91243,4.19
502,Mandurah,2013,94544,3.49
502,Mandurah,2014,96632,2.16
502,Mandurah,2015,98291,1.69
502,Mandurah,2016,99663,1.38
502,Mandurah,2017,100591,0.92
503,Perth - Inner,2001,139380,
503,Perth - Inner,2002,141346,1.39
503,Perth - Inner,2003,143105,1.23
503,Perth - Inner,2004,145024,1.32
503,Perth - Inner,2005,147496,1.68
503,Perth - Inner,2006,149886,1.59
503,Perth - Inner,2007,153263,2.2
503,Perth - Inner,2008,157632,2.77
503,Perth - Inner,2009,162253,2.85
503,Perth - Inner,2010,164706,1.49
503,Perth - Inner,2011,167974,1.95
503,Perth - Inner,2012,172249,2.48
503,Perth - Inner,2013,175784,2.01
503,Perth - Inner,2014,177355,0.89
503,Perth - Inner,2015,178264,0.51
503,Perth - Inner,2016,178659,0.22
503,Perth - Inner,2017,179980,0.73
504,Perth - North East,2001,191057,
504,Perth - North East,2002,193672,1.35
504,Perth - North East,2003,196020,1.2
504,Perth - North East,2004,198020,1.01
504,Perth - North East,2005,200075,1.03
504,Perth - North East,2006,204322,2.08
504,Perth - North East,2007,209957,2.68
504,Perth - North East,2008,216232,2.9
504,Perth - North East,2009,222378,2.76
504,Perth - North East,2010,226995,2.03
504,Perth - North East,2011,232384,2.32
504,Perth - North East,2012,240280,3.29
504,Perth - North East,2013,247401,2.88
504,Perth - North East,2014,252142,1.88
504,Perth - North East,2015,255880,1.46
504,Perth - North East,2016,259516,1.4
504,Perth - North East,2017,262350,1.08
505,Perth - North West,2001,401349,
505,Perth - North West,2002,406768,1.33
505,Perth - North West,2003,413753,1.69
505,Perth - North West,2004,421808,1.91
505,Perth - North West,2005,429204,1.72
505,Perth - North West,2006,439108,2.26
505,Perth - North West,2007,455685,3.64
505,Perth - North West,2008,471205,3.29
505,Perth - North West,2009,487331,3.31
505,Perth - North West,2010,498623,2.26
505,Perth - North West,2011,513107,2.82
505,Perth - North West,2012,528029,2.83
505,Perth - North West,2013,540383,2.29
505,Perth - North West,2014,546946,1.2
505,Perth - North West,2015,552646,1.03
505,Perth - North West,2016,557181,0.81
505,Perth - North West,2017,561102,0.7
506,Perth - South East,2001,368695,
506,Perth - South East,2002,373081,1.18
506,Perth - South East,2003,377528,1.18
506,Perth - South East,2004,382498,1.3
506,Perth - South East,2005,387865,1.38
506,Perth - South East,2006,393581,1.45
506,Perth - South East,2007,405251,2.88
506,Perth - South East,2008,418787,3.23
506,Perth - South East,2009,432884,3.26
506,Perth - South East,2010,444822,2.68
506,Perth - South East,2011,458751,3.04
506,Perth - South East,2012,473535,3.12
506,Perth - South East,2013,486207,2.61
506,Perth - South East,2014,493728,1.52
506,Perth - South East,2015,500726,1.4
506,Perth - South East,2016,506051,1.05
506,Perth - South East,2017,511002,0.97
507,Perth - South West,2001,295735,
507,Perth - South West,2002,299599,1.29
507,Perth - South West,2003,302889,1.09
507,Perth - South West,2004,307133,1.38
507,Perth - South West,2005,312075,1.58
507,Perth - South West,2006,319392,2.29
507,Perth - South West,2007,330872,3.47
507,Perth - South West,2008,341315,3.06
507,Perth - South West,2009,352911,3.29
507,Perth - South West,2010,362224,2.57
507,Perth - South West,2011,373927,3.13
507,Perth - South West,2012,387526,3.51
507,Perth - South West,2013,399536,3.01
507,Perth - South West,2014,407120,1.86
507,Perth - South West,2015,413130,1.45
507,Perth - South West,2016,418193,1.21
507,Perth - South West,2017,424016,1.37
501,Bunbury,2001,133474,
501,Bunbury,2002,134662,0.88
501,Bunbury,2003,135514,0.63
501,Bunbury,2004,137438,1.4
501,Bunbury,2005,141723,3.02
501,Bunbury,2006,145440,2.56
501,Bunbury,2007,147093,1.12
501,Bunbury,2008,151495,2.91
501,Bunbury,2009,156220,3.02
501,Bunbury,2010,159873,2.28
501,Bunbury,2011,163450,2.19
501,Bunbury,2012,168774,3.15
501,Bunbury,2013,173435,2.69
501,Bunbury,2014,176511,1.74
501,Bunbury,2015,178703,1.23
501,Bunbury,2016,179738,0.58
501,Bunbury,2017,181091,0.75
509,Western Australia - Wheat Belt,2001,128689,
509,Western Australia - Wheat Belt,2002,128777,0.07
509,Western Australia - Wheat Belt,2003,128877,0.08
509,Western Australia - Wheat Belt,2004,128162,-0.56
509,Western Australia - Wheat Belt,2005,128631,0.36
509,Western Australia - Wheat Belt,2006,128927,0.23
509,Western Australia - Wheat Belt,2007,128618,-0.24
509,Western Australia - Wheat Belt,2008,129683,0.82
509,Western Australia - Wheat Belt,2009,131310,1.24
509,Western Australia - Wheat Belt,2010,132251,0.71
509,Western Australia - Wheat Belt,2011,133414,0.87
509,Western Australia - Wheat Belt,2012,135913,1.84
509,Western Australia - Wheat Belt,2013,137922,1.46
509,Western Australia - Wheat Belt,2014,138566,0.46
509,Western Australia - Wheat Belt,2015,138424,-0.1
509,Western Australia - Wheat Belt,2016,137524,-0.65
509,Western Australia - Wheat Belt,2017,137666,0.1
510,Western Australia - Outback (North),2001,72374,
510,Western Australia - Outback (North),2002,74465,2.81
510,Western Australia - Outback (North),2003,76217,2.3
510,Western Australia - Outback (North),2004,78422,2.81
510,Western Australia - Outback (North),2005,80642,2.75
510,Western Australia - Outback (North),2006,83475,3.39
510,Western Australia - Outback (North),2007,85669,2.56
510,Western Australia - Outback (North),2008,88927,3.66
510,Western Australia - Outback (North),2009,92381,3.74
510,Western Australia - Outback (North),2010,95139,2.9
510,Western Australia - Outback (North),2011,98568,3.48
510,Western Australia - Outback (North),2012,101409,2.8
510,Western Australia - Outback (North),2013,103707,2.22
510,Western Australia - Outback (North),2014,102015,-1.66
510,Western Australia - Outback (North),2015,100087,-1.93
510,Western Australia - Outback (North),2016,97933,-2.2
510,Western Australia - Outback (North),2017,97537,-0.41
511,Western Australia - Outback (South),2001,116376,
511,Western Australia - Outback (South),2002,116072,-0.26
511,Western Australia - Outback (South),2003,116117,0.04
511,Western Australia - Outback (South),2004,115288,-0.72
511,Western Australia - Outback (South),2005,115234,-0.05
511,Western Australia - Outback (South),2006,115827,0.51
511,Western Australia - Outback (South),2007,116292,0.4
511,Western Australia - Outback (South),2008,118735,2.06
511,Western Australia - Outback (South),2009,120997,1.87
511,Western Australia - Outback (South),2010,122450,1.19
511,Western Australia - Outback (South),2011,124410,1.58
511,Western Australia - Outback (South),2012,126549,1.69
511,Western Australia - Outback (South),2013,128025,1.15
511,Western Australia - Outback (South),2014,126593,-1.13
511,Western Australia - Outback (South),2015,124521,-1.66
511,Western Australia - Outback (South),2016,121520,-2.47
511,Western Australia - Outback (South),2017,120117,-1.17
597,Migratory - Offshore - Shipping (WA),2001,0,
597,Migratory - Offshore - Shipping (WA),2002,0,
597,Migratory - Offshore - Shipping (WA),2003,0,
597,Migratory - Offshore - Shipping (WA),2004,0,
597,Migratory - Offshore - Shipping (WA),2005,0,
597,Migratory - Offshore - Shipping (WA),2006,0,
597,Migratory - Offshore - Shipping (WA),2007,0,
597,Migratory - Offshore - Shipping (WA),2008,0,
597,Migratory - Offshore - Shipping (WA),2009,0,
597,Migratory - Offshore - Shipping (WA),2010,0,
597,Migratory - Offshore - Shipping (WA),2011,0,
597,Migratory - Offshore - Shipping (WA),2012,0,
597,Migratory - Offshore - Shipping (WA),2013,0,
597,Migratory - Offshore - Shipping (WA),2014,0,
597,Migratory - Offshore - Shipping (WA),2015,0,
597,Migratory - Offshore - Shipping (WA),2016,0,
597,Migratory - Offshore - Shipping (WA),2017,0,
601,Hobart,2001,197403,
601,Hobart,2002,197726,0.16
601,Hobart,2003,199788,1.03
601,Hobart,2004,201771,0.98
601,Hobart,2005,203288,0.75
601,Hobart,2006,204753,0.72
601,Hobart,2007,206649,0.92
601,Hobart,2008,209166,1.2
601,Hobart,2009,212085,1.38
601,Hobart,2010,214669,1.2
601,Hobart,2011,216273,0.74
601,Hobart,2012,217670,0.64
601,Hobart,2013,219315,0.75
601,Hobart,2014,221365,0.93
601,Hobart,2015,223502,0.96
601,Hobart,2016,225913,1.07
601,Hobart,2017,229088,1.39
602,Launceston and North East,2001,134461,
602,Launceston and North East,2002,134942,0.36
602,Launceston and North East,2003,136236,0.95
602,Launceston and North East,2004,137672,1.04
602,Launceston and North East,2005,138595,0.67
602,Launceston and North East,2006,139284,0.49
602,Launceston and North East,2007,140172,0.63
602,Launceston and North East,2008,141194,0.72
602,Launceston and North East,2009,142268,0.75
602,Launceston and North East,2010,143108,0.59
602,Launceston and North East,2011,143631,0.36
602,Launceston and North East,2012,143221,-0.29
602,Launceston and North East,2013,142924,-0.21
602,Launceston and North East,2014,142792,-0.09
602,Launceston and North East,2015,142701,-0.06
602,Launceston and North East,2016,142869,0.12
602,Launceston and North East,2017,143752,0.61
603,South East,2001,33898,
603,South East,2002,33957,0.17
603,South East,2003,34187,0.67
603,South East,2004,34555,1.06
603,South East,2005,34925,1.06
603,South East,2006,35167,0.69
603,South East,2007,35618,1.27
603,South East,2008,36134,1.43
603,South East,2009,36715,1.58
603,South East,2010,37173,1.23
603,South East,2011,37495,0.86
603,South East,2012,37504,0.02
603,South East,2013,37417,-0.23
603,South East,2014,37508,0.24
603,South East,2015,37545,0.1
603,South East,2016,37729,0.49
603,South East,2017,38053,0.85
604,West and North West,2001,107906,
604,West and North West,2002,107527,-0.35
604,West and North West,2003,108323,0.73
604,West and North West,2004,109180,0.78
604,West and North West,2005,109394,0.2
604,West and North West,2006,110098,0.64
604,West and North West,2007,110823,0.65
604,West and North West,2008,112074,1.12
604,West and North West,2009,113285,1.07
604,West and North West,2010,113897,0.54
604,West and North West,2011,114084,0.16
604,West and North West,2012,113329,-0.67
604,West and North West,2013,112575,-0.67
604,West and North West,2014,111956,-0.55
604,West and North West,2015,111369,-0.53
604,West and North West,2016,111003,-0.33
604,West and North West,2017,111259,0.23
697,Migratory - Offshore - Shipping (Tas.),2001,0,
697,Migratory - Offshore - Shipping (Tas.),2002,0,
697,Migratory - Offshore - Shipping (Tas.),2003,0,
697,Migratory - Offshore - Shipping (Tas.),2004,0,
697,Migratory - Offshore - Shipping (Tas.),2005,0,
697,Migratory - Offshore - Shipping (Tas.),2006,0,
697,Migratory - Offshore - Shipping (Tas.),2007,0,
697,Migratory - Offshore - Shipping (Tas.),2008,0,
697,Migratory - Offshore - Shipping (Tas.),2009,0,
697,Migratory - Offshore - Shipping (Tas.),2010,0,
697,Migratory - Offshore - Shipping (Tas.),2011,0,
697,Migratory - Offshore - Shipping (Tas.),2012,0,
697,Migratory - Offshore - Shipping (Tas.),2013,0,
697,Migratory - Offshore - Shipping (Tas.),2014,0,
697,Migratory - Offshore - Shipping (Tas.),2015,0,
697,Migratory - Offshore - Shipping (Tas.),2016,0,
697,Migratory - Offshore - Shipping (Tas.),2017,0,
701,Darwin,2001,108280,
701,Darwin,2002,108679,0.37
701,Darwin,2003,108433,-0.23
701,Darwin,2004,109211,0.71
701,Darwin,2005,111388,1.95
701,Darwin,2006,113461,1.83
701,Darwin,2007,116935,2.97
701,Darwin,2008,121210,3.53
701,Darwin,2009,125315,3.28
701,Darwin,2010,127829,1.97
701,Darwin,2011,129106,0.99
701,Darwin,2012,133105,3
701,Darwin,2013,138471,3.88
701,Darwin,2014,141169,1.91
701,Darwin,2015,144914,2.58
701,Darwin,2016,147102,1.49
701,Darwin,2017,148884,1.2
702,Northern Territory - Outback,2001,93463,
702,Northern Territory - Outback,2002,93572,0.12
702,Northern Territory - Outback,2003,93292,-0.3
702,Northern Territory - Outback,2004,93452,0.17
702,Northern Territory - Outback,2005,94517,1.13
702,Northern Territory - Outback,2006,95596,1.13
702,Northern Territory - Outback,2007,96813,1.26
702,Northern Territory - Outback,2008,98664,1.88
702,Northern Territory - Outback,2009,100712,2.03
702,Northern Territory - Outback,2010,101949,1.21
702,Northern Territory - Outback,2011,102186,0.23
702,Northern Territory - Outback,2012,102810,0.61
702,Northern Territory - Outback,2013,103251,0.43
702,Northern Territory - Outback,2014,101725,-1.5
702,Northern Territory - Outback,2015,99778,-1.95
702,Northern Territory - Outback,2016,98576,-1.22
702,Northern Territory - Outback,2017,98607,0.03
797,Migratory - Offshore - Shipping (NT),2001,0,
797,Migratory - Offshore - Shipping (NT),2002,0,
797,Migratory - Offshore - Shipping (NT),2003,0,
797,Migratory - Offshore - Shipping (NT),2004,0,
797,Migratory - Offshore - Shipping (NT),2005,0,
797,Migratory - Offshore - Shipping (NT),2006,0,
797,Migratory - Offshore - Shipping (NT),2007,0,
797,Migratory - Offshore - Shipping (NT),2008,0,
797,Migratory - Offshore - Shipping (NT),2009,0,
797,Migratory - Offshore - Shipping (NT),2010,0,
797,Migratory - Offshore - Shipping (NT),2011,0,
797,Migratory - Offshore - Shipping (NT),2012,0,
797,Migratory - Offshore - Shipping (NT),2013,0,
797,Migratory - Offshore - Shipping (NT),2014,0,
797,Migratory - Offshore - Shipping (NT),2015,0,
797,Migratory - Offshore - Shipping (NT),2016,0,
797,Migratory - Offshore - Shipping (NT),2017,0,
801,Australian Capital Territory,2001,321538,
801,Australian Capital Territory,2002,324627,0.95
801,Australian Capital Territory,2003,327357,0.83
801,Australian Capital Territory,2004,328940,0.48
801,Australian Capital Territory,2005,331399,0.74
801,Australian Capital Territory,2006,335170,1.13
801,Australian Capital Territory,2007,342644,2.18
801,Australian Capital Territory,2008,348368,1.64
801,Australian Capital Territory,2009,354785,1.81
801,Australian Capital Territory,2010,361766,1.93
801,Australian Capital Territory,2011,367985,1.69
801,Australian Capital Territory,2012,376539,2.27
801,Australian Capital Territory,2013,383257,1.75
801,Australian Capital Territory,2014,388799,1.43
801,Australian Capital Territory,2015,395813,1.77
801,Australian Capital Territory,2016,403104,1.81
801,Australian Capital Territory,2017,411667,2.08
897,Migratory - Offshore - Shipping (ACT),2001,0,
897,Migratory - Offshore - Shipping (ACT),2002,0,
897,Migratory - Offshore - Shipping (ACT),2003,0,
897,Migratory - Offshore - Shipping (ACT),2004,0,
897,Migratory - Offshore - Shipping (ACT),2005,0,
897,Migratory - Offshore - Shipping (ACT),2006,0,
897,Migratory - Offshore - Shipping (ACT),2007,0,
897,Migratory - Offshore - Shipping (ACT),2008,0,
897,Migratory - Offshore - Shipping (ACT),2009,0,
897,Migratory - Offshore - Shipping (ACT),2010,0,
897,Migratory - Offshore - Shipping (ACT),2011,0,
897,Migratory - Offshore - Shipping (ACT),2012,0,
897,Migratory - Offshore - Shipping (ACT),2013,0,
897,Migratory - Offshore - Shipping (ACT),2014,0,
897,Migratory - Offshore - Shipping (ACT),2015,0,
897,Migratory - Offshore - Shipping (ACT),2016,0,
897,Migratory - Offshore - Shipping (ACT),2017,0,
901,Other Territories,2001,2584,
901,Other Territories,2002,2397,-7.8
901,Other Territories,2003,2336,-2.61
901,Other Territories,2004,2356,0.85
901,Other Territories,2005,2381,1.05
901,Other Territories,2006,2379,-0.08
901,Other Territories,2007,2514,5.37
901,Other Territories,2008,2683,6.3
901,Other Territories,2009,2876,6.71
901,Other Territories,2010,3055,5.86
901,Other Territories,2011,3117,1.99
901,Other Territories,2012,3033,-2.77
901,Other Territories,2013,2962,-2.4
901,Other Territories,2014,2896,-2.28
901,Other Territories,2015,2851,-1.58
901,Other Territories,2016,4608,38.13
901,Other Territories,2017,4621,0.28
997,Migratory - Offshore - Shipping (OT),2001,0,
997,Migratory - Offshore - Shipping (OT),2002,0,
997,Migratory - Offshore - Shipping (OT),2003,0,
997,Migratory - Offshore - Shipping (OT),2004,0,
997,Migratory - Offshore - Shipping (OT),2005,0,
997,Migratory - Offshore - Shipping (OT),2006,0,
997,Migratory - Offshore - Shipping (OT),2007,0,
997,Migratory - Offshore - Shipping (OT),2008,0,
997,Migratory - Offshore - Shipping (OT),2009,0,
997,Migratory - Offshore - Shipping (OT),2010,0,
997,Migratory - Offshore - Shipping (OT),2011,0,
997,Migratory - Offshore - Shipping (OT),2012,0,
997,Migratory - Offshore - Shipping (OT),2013,0,
997,Migratory - Offshore - Shipping (OT),2014,0,
997,Migratory - Offshore - Shipping (OT),2015,0,
997,Migratory - Offshore - Shipping (OT),2016,0,
997,Migratory - Offshore - Shipping (OT),2017,0,
199,Special Purpose Codes SA4 (NSW),2001,0,
199,Special Purpose Codes SA4 (NSW),2002,0,
199,Special Purpose Codes SA4 (NSW),2003,0,
199,Special Purpose Codes SA4 (NSW),2004,0,
199,Special Purpose Codes SA4 (NSW),2005,0,
199,Special Purpose Codes SA4 (NSW),2006,0,
199,Special Purpose Codes SA4 (NSW),2007,0,
199,Special Purpose Codes SA4 (NSW),2008,0,
199,Special Purpose Codes SA4 (NSW),2009,0,
199,Special Purpose Codes SA4 (NSW),2010,0,
199,Special Purpose Codes SA4 (NSW),2011,0,
199,Special Purpose Codes SA4 (NSW),2012,0,
199,Special Purpose Codes SA4 (NSW),2013,0,
199,Special Purpose Codes SA4 (NSW),2014,0,
199,Special Purpose Codes SA4 (NSW),2015,0,
199,Special Purpose Codes SA4 (NSW),2016,0,
199,Special Purpose Codes SA4 (NSW),2017,0,
299,Special Purpose Codes (SA4) (Vic.),2001,0,
299,Special Purpose Codes (SA4) (Vic.),2002,0,
299,Special Purpose Codes (SA4) (Vic.),2003,0,
299,Special Purpose Codes (SA4) (Vic.),2004,0,
299,Special Purpose Codes (SA4) (Vic.),2005,0,
299,Special Purpose Codes (SA4) (Vic.),2006,0,
299,Special Purpose Codes (SA4) (Vic.),2007,0,
299,Special Purpose Codes (SA4) (Vic.),2008,0,
299,Special Purpose Codes (SA4) (Vic.),2009,0,
299,Special Purpose Codes (SA4) (Vic.),2010,0,
299,Special Purpose Codes (SA4) (Vic.),2011,0,
299,Special Purpose Codes (SA4) (Vic.),2012,0,
299,Special Purpose Codes (SA4) (Vic.),2013,0,
299,Special Purpose Codes (SA4) (Vic.),2014,0,
299,Special Purpose Codes (SA4) (Vic.),2015,0,
299,Special Purpose Codes (SA4) (Vic.),2016,0,
299,Special Purpose Codes (SA4) (Vic.),2017,0,
399,Special Purpose Codes (SA4) (Qld),2001,0,
399,Special Purpose Codes (SA4) (Qld),2002,0,
399,Special Purpose Codes (SA4) (Qld),2003,0,
399,Special Purpose Codes (SA4) (Qld),2004,0,
399,Special Purpose Codes (SA4) (Qld),2005,0,
399,Special Purpose Codes (SA4) (Qld),2006,0,
