Year,SA2_code_2016,SA2_code_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2011,127021510,Bossley Park - Abbotsbury,19177,2018.631579,-0.249674902,-48,1.902332749,,,,,,
2011,127021511,Cabramatta - Lansvale,24605,3237.5,0.584580165,143,5.632593483,,,,,,
2011,127021512,Cabramatta West - Mount Pritchard,16484,3110.188679,0.457066244,75,5.32234362,,,,,,
2011,127021513,Canley Vale - Canley Heights,20433,3783.888889,0.526419364,107,7.383855371,,,,,,
2011,127021514,Edensor Park,9964,3214.193548,-0.45954046,-46,2.510288066,,,,,,
2011,127021515,Fairfield,17662,4205.238095,2.116096207,366,11.72117148,,,,,,
2011,127021516,Fairfield - West,18146,3860.851064,0.016535303,3,7.755344418,,,,,,
2011,127021517,Greenfield Park - Prairiewood,8104,2251.111111,-0.197044335,-16,1.325331333,,,,,,
2011,127021518,Horsley Park - Kemps Creek,4560,80.9946714,0.773480663,35,7.980108927,,,,,,
2011,127021519,Smithfield - Wetherill Park,17698,2681.515152,0.294684348,52,4.740486477,,,,,,
2011,127021520,St Johns Park - Wakeley,11157,3099.166667,-0.26816841,-30,1.151405258,,,,,,
2011,127021521,Wetherill Park Industrial,27,3.139534884,3.846153846,1,28.57142857,,,,,,
2011,127031522,Casula,15311,2156.478873,1.558768904,235,12.1602813,,,,,,
2011,127031523,Chipping Norton - Moorebank,16209,1117.862069,1.917756539,305,8.639410188,,,,,,
2011,127031524,Holsworthy - Wattle Grove,20408,276.9063772,1.280397022,258,10.13491635,,,,,,
2011,127031598,Liverpool,25581,4060.47619,1.758224273,442,16.7389221,,,,,,
2011,127031599,Lurnea - Cartwright,11310,3231.428571,1.708633094,190,7.837528604,,,,,,
2011,127031600,Prestons - Edmondson Park,15465,1096.808511,1.589699796,242,18.88837638,,,,,,
2011,127031601,Warwick Farm,4815,1024.468085,3.481624758,162,17.03937773,,,,,,
2011,128011529,Gymea - Grays Point,17475,3012.931034,0.269680973,47,3.59852976,,,,,,
2011,128011530,Miranda - Yowie Bay,18429,3071.5,0.425044957,78,6.940172924,,,,,,
2011,128011531,Sylvania - Taren Point,15889,2604.754098,0.246056782,39,6.188598543,,,,,,
2011,128011602,Caringbah,11445,2861.25,1.148917366,130,11.08415025,,,,,,
2011,128011603,Caringbah South,12147,2962.682927,0.654623798,79,2.532286655,,,,,,
2011,128011604,Cronulla - Kurnell - Bundeena,22944,914.1035857,-0.078390384,-18,4.224584355,,,,,,
2011,128011605,Lilli Pilli - Port Hacking - Dolans Bay,3223,2479.230769,-0.123954137,-4,-1.225865768,,,,,,
2011,128011606,Woolaware - Burraneer,7956,2410.909091,1.118454499,88,7.615311781,,,,,,
2011,128021533,Heathcote - Waterfall,6684,242.173913,-0.476474092,-32,3.164068529,,,,,,
2011,128021534,Illawong - Alfords Point,11232,1538.630137,-1.404494382,-160,0.276761003,,,,,,
2011,128021535,Menai - Lucas Heights - Woronora,21820,653.2934132,-1.365156857,-302,-0.192114171,,,,,,
2011,128021536,Oyster Bay - Como - Jannali,21484,2413.932584,0.355007474,76,4.509412852,,,,,,
2011,128021537,Royal National Park,18,0.129217516,0,0,-10,,,,,,
2011,128021538,Sutherland - Kirrawee,20159,2584.487179,0.669163546,134,7.126155808,,,,,,
2011,128021607,Engadine,17233,1914.777778,0.186035696,32,4.309666485,,,,,,
2011,128021608,Loftus - Yarrawarrah,7489,1970.789474,-0.146666667,-11,0.483026969,,,,,,
2011,128021609,Woronora Heights,4010,1293.548387,-0.174259398,-7,2.40040858,,,,,,
2011,206011105,Brunswick,23987,4.027164515,1.872929585,441,10.76887555,,,,,,
2011,206011106,Brunswick East,8966,2.488205584,2.013880988,177,14.9045239,,,,,,
2011,206011107,Brunswick West,13864,35.34030079,0.895131359,123,8.771379256,,,,,,
2011,206011108,Coburg,26234,380.2028986,0.841822026,219,7.723894387,,,,,,
2011,206011109,Pascoe Vale South,9860,6.27865512,0.509683996,50,7.104062568,,,,,,
2011,206021110,Alphington - Fairfield,8561,3.804888889,0.646602398,55,5.626156693,,,,,,
2011,206021111,Northcote,24152,266.5783664,0.340673037,82,8.694869487,,,,,,
2011,206021112,Thornbury,18258,143.5377358,0.445618089,81,5.124366651,,,,,,
2011,206031113,Ascot Vale,14135,3.475363887,0.877819012,123,9.658650116,,,,,,
2011,206031114,Essendon - Aberfeldie,25845,805.1401869,1.055718475,270,5.943840951,,,,,,
2011,206031115,Flemington,9547,235.1477833,3.088219415,286,13.5196195,,,,,,
2011,206031116,Moonee Ponds,14168,200.964539,0.02824061,4,7.963118189,,,,,,
2011,206041117,Carlton,15122,86.21436716,1.313144848,196,18.72497448,,,,,,
2011,206041118,Docklands,6196,100.7479675,7.197231834,416,49.22928709,,,,,,
2011,206041119,East Melbourne,5238,76.91629956,-0.64491654,-34,14.99451153,,,,,,
2011,206041120,Flemington Racecourse,86,2.866666667,3.614457831,3,36.50793651,,,,,,
2011,206041121,Kensington (Vic.),10259,215.9789474,0.283479961,29,13.82447576,,,,,,
2011,206041122,Melbourne,21815,199.2237443,7.030713375,1433,43.05856122,,,,,,
2011,206041123,North Melbourne,16361,66.10505051,3.061417323,486,19.30144378,,,,,,
2011,206041124,Parkville,6551,32.06558982,1.06448627,69,24.30740038,,,,,,
2011,206041125,South Yarra - West,6426,17.5958379,0.124649423,8,16.03466956,,,,,,
2011,206041126,Southbank,12174,46.39481707,0.362737016,44,23.43100477,,,,,,
2011,206041127,West Melbourne,0,0,0,0,0,,,,,,
2011,206051128,Albert Park,15009,126.5514334,2.836587873,414,10.76752768,,,,,,
2011,206051129,Elwood,15666,1.970813939,0.733024691,114,8.213027561,,,,,,
2011,206051130,Port Melbourne,15413,272.3144876,0.325457267,50,9.708876077,,,,,,
2011,206051131,Port Melbourne Industrial,15,0.339366516,7.142857143,1,66.66666667,,,,,,
2011,206051132,South Melbourne,10396,818.5826772,-0.038461538,-4,6.965737216,,,,,,
2011,206051133,St Kilda,24091,959.8007968,1.231195899,293,9.554342883,,,,,,
2011,206051134,St Kilda East,16686,1334.88,0.198162493,33,5.294377485,,,,,,
2011,206061135,Armadale,9301,1328.714286,-0.182442584,-17,4.941893264,,,,,,
2011,206061136,Prahran - Windsor,18738,3406.909091,0.230008024,43,6.502216665,,,,,,
2011,206061137,South Yarra - East,15778,21.19844149,1.361942696,212,9.523809524,,,,,,
2011,206061138,Toorak,13768,183.3288948,-1.2267738,-171,0.021794406,,,,,,
2011,206071139,Abbotsford,5213,724.0277778,3.658779081,184,14.89971347,,,,,,
2011,206071140,Carlton North - Princes Hill,8786,632.0863309,-0.170435178,-15,2.329373399,,,,,,
2011,206071141,Collingwood,6867,940.6849315,2.737881508,183,19.19805589,,,,,,
2011,206071142,Fitzroy,10214,45.94691858,-0.234420785,-24,10.52916351,,,,,,
2011,206071143,Fitzroy North,12143,244.8185484,-0.164433117,-20,4.626917112,,,,,,
2011,206071144,Richmond (Vic.),27841,4564.098361,0.935358735,258,7.56481088,,,,,,
2011,206071145,Yarra - North,8621,907.4736842,0.302501454,26,7.306447598,,,,,,
2011,207011146,Ashburton (Vic.),7875,640.2439024,0.523359714,41,8.083996706,,,,,,
2011,207011147,Balwyn,16314,1469.72973,0.258112094,42,2.739467221,,,,,,
2011,207011148,Balwyn North,20850,1109.042553,0.16814797,35,2.14579659,,,,,,
2011,207011149,Camberwell,20918,135.129199,0.461050812,96,3.462261351,,,,,,
2011,207011150,Glen Iris - East,16634,1026.790123,0.150520802,25,6.4576,,,,,,
2011,207011151,Hawthorn,22013,1393.227848,1.344321164,292,7.218352735,,,,,,
2011,207011152,Hawthorn East,14417,2621.272727,0.334052474,48,5.805078526,,,,,,
2011,207011153,Kew,24856,4360.701754,0.399886901,99,5.397956155,,,,,,
2011,207011154,Kew East,6552,2.807197943,0.506212609,33,5.01682962,,,,,,
2011,207011155,Surrey Hills (West) - Canterbury,16633,490.6489676,0.150529865,25,2.634826607,,,,,,
2011,207021156,Bulleen,11376,15.17811875,0.22907489,26,4.683905402,,,,,,
2011,207021157,Doncaster,19343,1232.038217,1.108149077,212,4.000215065,,,,,,
2011,207021159,Templestowe,17344,88.85245902,-0.155431466,-27,0.790330079,,,,,,
2011,207021160,Templestowe Lower,13792,3.802277176,-0.173711639,-24,2.125138837,,,,,,
2011,207021424,Doncaster East (North),15013,179.1527446,-0.133040644,-20,-0.146325241,,,,,,
2011,207021425,Doncaster East (South),13343,429.0353698,0.44414333,59,7.570138665,,,,,,
2011,207031161,Blackburn,20635,15.21642947,0.707662274,145,6.823005643,,,,,,
2011,207031162,Blackburn South,10975,238.5869565,0.155137799,17,3.655081224,,,,,,
2011,207031163,Box Hill,18240,1119.018405,0.120759688,22,10.70648216,,,,,,
2011,207031164,Box Hill North,17036,32.45570585,-0.08797138,-15,5.004930966,,,,,,
2011,207031165,Burwood,11327,269.0498812,1.587443946,177,10.75584238,,,,,,
2011,207031166,Burwood East,10614,195.8302583,0.397275823,42,3.662467038,,,,,,
2011,207031167,Surrey Hills (East) - Mont Albert,10145,3.532750636,-0.607426276,-62,5.205848802,,,,,,
2011,208011168,Beaumaris,13375,68.62493586,0.179761816,24,4.762277747,,,,,,
2011,208011169,Brighton (Vic.),22526,7.677834964,0.378771,85,5.458801498,,,,,,
2011,208011170,Brighton East,16087,76.7509542,0.168119552,27,5.384867344,,,,,,
2011,208011171,Cheltenham - Highett (West),10544,84.28457234,0.199562862,21,7.187150554,,,,,,
2011,208011172,Hampton,17699,5.291339053,1.305019747,228,6.826412361,,,,,,
2011,208011173,Sandringham - Black Rock,15888,258.3414634,0.889001778,140,5.849433711,,,,,,
2011,208021174,Bentleigh - McKinnon,21951,216.2660099,0.604977313,132,7.555490225,,,,,,
2011,208021176,Carnegie,17047,704.4214876,0.78037245,132,8.863912127,,,,,,
2011,208021177,Caulfield - North,20703,427.7479339,0.583005393,120,5.102040816,,,,,,
2011,208021178,Caulfield - South,17227,3.189063107,0.291086919,50,4.355464017,,,,,,
2011,208021179,Elsternwick,11292,525.2093023,0.124135485,14,5.849268841,,,,,,
2011,208021180,Hughesdale,7384,0.530349281,-1.349365397,-101,9.166173862,,,,,,
2011,208021181,Murrumbeena,8983,27.84562926,-0.077864294,-7,5.088909686,,,,,,
2011,208021182,Ormond - Glen Huntly,12967,0.260786321,1.028437865,132,10.80064941,,,,,,
2011,208021426,Bentleigh East (North),14196,183.8860104,0.310910119,44,7.594361073,,,,,,
2011,208021427,Bentleigh East (South),12786,2.844367325,0.156666144,20,5.783072723,,,,,,
2011,208031183,Aspendale Gardens - Waterways,9109,63.6103352,1.357516413,122,23.67956551,,,,,,
2011,208031184,Braeside,20,0.00109062,5.263157895,1,42.85714286,,,,,,
2011,208031185,Carrum - Patterson Lakes,11664,69.80251346,-0.307692308,-36,7.36377025,,,,,,
2011,208031186,Chelsea - Bonbeach,13441,2.682298942,1.235218799,164,12.28905597,,,,,,
2011,208031187,Chelsea Heights,5329,19.40640932,-0.373901664,-20,1.543445122,,,,,,
2011,208031188,Cheltenham - Highett (East),21192,3.475123807,0.517004221,109,6.124492964,,,,,,
2011,208031189,Edithvale - Aspendale,12488,3.806968875,0.994743227,123,7.018596281,,,,,,
2011,208031190,Mentone,12224,1.812977382,1.477668936,178,5.643418892,,,,,,
2011,208031191,Moorabbin - Heatherton,8368,1.527007299,1.026198237,85,5.589905363,,,,,,
2011,208031192,Moorabbin Airport,0,0,0,0,0,,,,,,
2011,208031193,Mordialloc - Parkdale,19448,2.09690984,0.056593096,11,7.293390709,,,,,,
2011,208041194,Malvern - Glen Iris,20279,2.448090202,0.217445021,44,6.061715481,,,,,,
2011,208041195,Malvern East,20989,2.866253346,0.066746126,14,3.353358282,,,,,,
2011,209011196,Bundoora - East,9888,142.4783862,-0.181708056,-18,6.037533512,,,,,,
2011,209011197,Greensborough,20987,1.059355614,-0.038104311,-8,1.303277502,,,,,,
2011,209011198,Heidelberg - Rosanna,14215,78.79711752,0.829904951,117,8.818801194,,,,,,
2011,209011199,Heidelberg West,13984,1.16868356,1.348021452,186,5.372616984,,,,,,
2011,209011200,Ivanhoe,11608,128.691796,0.181237594,21,8.354335854,,,,,,
2011,209011201,Ivanhoe East - Eaglemont,8041,1.39457847,0.112051793,9,1.991374937,,,,,,
2011,209011202,Montmorency - Briar Hill,16165,3.18346528,-0.105054999,-17,3.172070462,,,,,,
2011,209011203,Viewbank - Yallambie,18775,183.7084149,-0.524531101,-99,2.674176966,,,,,,
2011,209011204,Watsonia,9320,122.6315789,0.128921358,12,3.142983621,,,,,,
2011,209021205,Kingsbury,10821,173.136,1.615175134,172,26.39878519,,,,,,
2011,209021207,Reservoir - East,25781,2.870775569,0.463720676,119,4.520392443,,,,,,
2011,209021208,Reservoir - West,23969,1079.684685,0.591740809,141,5.762696907,,,,,,
2011,209021428,Preston - East,19297,2837.794118,2.752928647,517,12.55176436,,,,,,
2011,209021429,Preston - West,12103,542.735426,-0.041295012,-5,4.597701149,,,,,,
2011,209031209,Eltham,23651,1079.954338,-0.58845782,-140,-1.310244106,,,,,,
2011,209031210,Hurstbridge,3660,580.952381,-0.218102508,-8,-0.136425648,,,,,,
2011,209031211,Kinglake,3671,992.1621622,1.241036955,45,-8.953373016,,,,,,
2011,209031212,Panton Hill - St Andrews,5227,161.3271605,-0.891164202,-47,-2.735392631,,,,,,
2011,209031213,Plenty - Yarrambat,9401,940.1,0.610017123,57,7.784911717,,,,,,
2011,209031214,Research - North Warrandyte,6846,547.68,-0.189532002,-13,0.043840421,,,,,,
2011,209031215,Wattle Glen - Diamond Creek,13931,633.2272727,0.208603079,29,7.608527731,,,,,,
2011,209041216,Bundoora - North,5642,553.1372549,2.656477438,146,21.51626104,,,,,,
2011,209041217,Bundoora - West,6503,416.8589744,0.401420411,26,-1.215251405,,,,,,
2011,209041219,Lalor,20782,62.88048411,0.507810611,105,3.023993655,,,,,,
2011,209041220,Mill Park - North,19046,435.8352403,-0.900150892,-173,-1.188067445,,,,,,
2011,209041221,Mill Park - South,12810,970.4545455,-1.157407407,-150,-4.460023866,,,,,,
2011,209041223,Thomastown,21430,295.5862069,-0.445972313,-96,0.037344786,,,,,,
2011,209041224,Wallan,12189,1523.625,4.689513012,546,17.99612778,,,,,,
2011,209041225,Whittlesea,7580,127.8246206,2.696111638,199,11.83239894,,,,,,
2011,209041430,Doreen,11066,1651.641791,21.48424635,1957,304.903037,,,,,,
2011,209041431,Epping - East,12587,1198.761905,4.586622351,552,18.96975425,,,,,,
2011,209041432,Epping - South,8433,487.4566474,-0.57769394,-49,-1.690370716,,,,,,
2011,209041433,Epping - West,6340,845.3333333,57.43729824,2313,927.5526742,,,,,,
2011,209041434,Mernda,6395,888.1944444,31.26026273,1523,716.7305236,,,,,,
2011,209041435,South Morang (North),9816,2454,13.49288935,1167,135.7914965,,,,,,
2011,209041436,South Morang (South),11842,383.236246,4.105494505,467,40.80856124,,,,,,
2011,209041437,Wollert,528,41.57480315,24.52830189,104,52.60115607,,,,,,
2011,210011226,Airport West,7234,237.1803279,0.822299652,59,5.175923233,,,,,,
2011,210011227,Essendon Airport,0,0,0,0,0,,,,,,
2011,210011228,Keilor,8634,1692.941176,-0.507029269,-44,-3.390399463,,,,,,
2011,210011229,Keilor East,25394,7053.888889,0.197285354,50,1.799959912,,,,,,
2011,210011230,Niddrie - Essendon West,6472,179.2797784,0.216785382,14,6.290031204,,,,,,
2011,210011231,Strathmore,9397,23.11685117,-0.233570443,-22,4.562145321,,,,,,
2011,210021232,Gisborne,11380,61.01876676,2.939846223,325,15.85055482,,,,,,
2011,210021233,Macedon,3308,60.80882353,-0.630820066,-21,-4.365423533,,,,,,
2011,210021234,Riddells Creek,3882,97.53768844,1.041124414,40,6.414473684,,,,,,
2011,210021235,Romsey,8832,16.25022999,0.937142857,82,9.063966411,,,,,,
2011,210031236,Coburg North,6852,181.2698413,1.002358491,68,8.882885746,,,,,,
2011,210031237,Fawkner,13171,49.12719135,0.495956051,65,7.518367347,,,,,,
2011,210031239,Pascoe Vale,21506,154.7194245,0.976617523,208,10.65033958,,,,,,
2011,210031438,Glenroy,20568,5.206956786,1.841948901,372,9.334467361,,,,,,
2011,210031439,Gowanbrae,2886,114.5238095,4.225352113,117,40.57476863,,,,,,
2011,210031440,Hadfield,5571,2.813920598,0.487012987,27,2.69124424,,,,,,
2011,210041240,Sunbury,13072,206.5086888,0.168582375,22,7.05978706,,,,,,
2011,210041241,Sunbury - South,24940,20.22380798,1.386235213,341,10.79028031,,,,,,
2011,210051242,Broadmeadows,12243,318.828125,1.618525896,195,6.785870039,,,,,,
2011,210051243,Campbellfield - Coolaroo,16735,688.6831276,0.892265027,148,5.112744174,,,,,,
2011,210051245,Gladstone Park - Westmeadows,17771,19.56512166,-0.687381245,-123,-2.077363897,,,,,,
2011,210051246,Greenvale - Bulla,13543,71.46701847,2.265347731,300,12.59561024,,,,,,
2011,210051247,Meadow Heights,15767,157.1984048,0.050764642,8,3.955957012,,,,,,
2011,210051248,Melbourne Airport,158,16.80851064,6.040268456,9,18.79699248,,,,,,
2011,210051249,Roxburgh Park - Somerton,20090,692.7586207,0.919274627,183,14.95765621,,,,,,
2011,210051250,Tullamarine,6545,770,-0.531914894,-35,-0.577244417,,,,,,
2011,210051441,Craigieburn - Central,8335,148.0461812,1.17747026,97,4.357080255,,,,,,
2011,210051442,Craigieburn - North,8479,0.368328685,9.746311157,753,149.0893067,,,,,,
2011,210051443,Craigieburn - South,12691,33.94223054,5.705480593,685,23.56148379,,,,,,
2011,210051444,Craigieburn - West,4247,0.785129314,30.63672716,996,1762.719298,,,,,,
2011,210051445,Mickleham - Yuroke,1579,0.349282191,7.561307902,111,32.46644295,,,,,,
2011,211011251,Bayswater,11635,288.7096774,1.544772212,177,6.032990067,,,,,,
2011,211011254,Knoxfield - Scoresby,13471,2.919782387,0.260494195,35,2.808517133,,,,,,
2011,211011255,Lysterfield,6807,4.110259042,0.161859918,11,9.825750242,,,,,,
2011,211011256,Rowville - Central,15839,6.704338624,-0.993874234,-159,-0.882352941,,,,,,
2011,211011257,Rowville - North,8350,4.236643158,-1.660581792,-141,4.833647207,,,,,,
2011,211011258,Rowville - South,11241,3.273156102,-0.213049268,-24,4.860074627,,,,,,
2011,211011259,Wantirna,14320,265.1851852,-0.132505754,-19,-0.285495439,,,,,,
2011,211011260,Wantirna South,18176,338.4729981,-0.514504652,-94,-0.558047926,,,,,,
2011,211011446,Boronia,21461,729.9659864,0.699136637,149,4.033157206,,,,,,
2011,211011447,Ferntree Gully (North),13815,251.6393443,0.334083811,46,5.62734154,,,,,,
2011,211011448,Ferntree Gully (South) - Upper Ferntree Gully,15133,1.621155474,-0.289912367,-44,3.289877824,,,,,,
2011,211011449,The Basin,4418,8.225656302,0,0,0.959780622,,,,,,
2011,211021261,Donvale - Park Orchards,16152,96.77651288,-0.43765025,-71,1.00050025,,,,,,
2011,211021262,Warrandyte - Wonga Park,10502,137.460733,0.209923664,22,0.874075497,,,,,,
2011,211031263,Bayswater North,11819,5.511307997,0,0,5.348070238,,,,,,
2011,211031265,Croydon Hills - Warranwood,18613,600.4193548,-0.614053823,-115,2.084133165,,,,,,
2011,211031266,Ringwood,16594,166.439318,1.12126752,184,9.013270267,,,,,,
2011,211031267,Ringwood East,19670,193.4119961,1.110311504,216,6.140729549,,,,,,
2011,211031268,Ringwood North,9658,125.5916775,-0.020703934,-2,1.226286553,,,,,,
2011,211031450,Croydon - East,14110,354.5226131,1.664385042,231,8.99961375,,,,,,
2011,211031451,Croydon - West,11738,31.21808511,0.617178124,72,6.796469839,,,,,,
2011,211031452,Croydon South,4678,99.95726496,0.667097052,31,8.036951501,,,,,,
2011,211041269,Forest Hill,10430,15.39256198,0.578592093,60,4.195804196,,,,,,
2011,211041270,Mitcham (Vic.),15346,276.0071942,0.530625614,81,3.32615136,,,,,,
2011,211041271,Nunawading,11382,65.26376147,0.940049663,106,7.855586089,,,,,,
2011,211041272,Vermont,10261,139.0379404,0.460152732,47,5.729005667,,,,,,
2011,211041273,Vermont South,11891,100.6858594,-0.610163825,-73,-0.117597648,,,,,,
2011,211051274,Belgrave - Selby,10414,20.89067202,-0.582338902,-61,-0.913415794,,,,,,
2011,211051275,Chirnside Park,9422,6.683691566,0.021231423,2,2.279635258,,,,,,
2011,211051276,Healesville - Yarra Glen,13175,1587.349398,0.304529882,40,5.072174815,,,,,,
2011,211051277,Kilsyth,8773,797.5454545,0.057025547,5,1.987909788,,,,,,
2011,211051278,Lilydale - Coldstream,18517,2571.805556,0.341389401,63,7.851360009,,,,,,
2011,211051279,Monbulk - Silvan,5732,734.8717949,-0.261005742,-15,2.192904261,,,,,,
2011,211051280,Montrose,6966,1658.571429,0.158159597,11,3.368452293,,,,,,
2011,211051281,Mooroolbark,21321,10152.85714,1.176861387,248,7.340280924,,,,,,
2011,211051282,Mount Dandenong - Olinda,10060,1479.411765,0.249128052,25,2.884025363,,,,,,
2011,211051283,Mount Evelyn,9615,2345.121951,0.187558612,18,2.341671102,,,,,,
2011,211051284,Upwey - Tecoma,10067,6291.875,-0.178482895,-18,-0.287242472,,,,,,
2011,211051285,Wandin - Seville,7646,921.2048193,0.499474238,38,4.510661564,,,,,,
2011,211051286,Yarra Valley,16347,1542.169811,0.177717858,29,3.331226296,,,,,,
2011,212011287,Beaconsfield - Officer,8223,21.78278146,5.843737933,454,21.40853388,,,,,,
2011,212011288,Bunyip - Garfield,8383,43.72978612,0.636254502,53,6.817023445,,,,,,
2011,212011289,Emerald - Cockatoo,18012,8.338116841,0.239301018,43,2.178352621,,,,,,
2011,212011290,Koo Wee Rup,6695,20.17173848,4.299735161,276,16.4145366,,,,,,
2011,212011291,Pakenham - North,12999,159.3014706,10.72402044,1259,70.56816691,,,,,,
2011,212011292,Pakenham - South,21687,590.9264305,9.497122084,1881,74.37484924,,,,,,
2011,212021293,Berwick - North,23042,2880.25,0.580557859,133,6.93832088,,,,,,
2011,212021294,Berwick - South,23681,3200.135135,2.435331776,563,45.00642949,,,,,,
2011,212021295,Doveton,10695,1080.30303,2.481793791,259,10.57692308,,,,,,
2011,212021297,Hallam,10628,900.6779661,0.434700435,46,7.104706238,,,,,,
2011,212021299,Narre Warren North,7216,644.2857143,1.691093574,120,12.96180338,,,,,,
2011,212021453,Endeavour Hills - North,12459,3664.411765,0.273641851,34,1.432874705,,,,,,
2011,212021454,Endeavour Hills - South,14191,3019.361702,-0.81772435,-117,-2.654685142,,,,,,
2011,212021455,Narre Warren - North East,13657,2677.843137,-0.299313768,-41,0.745057539,,,,,,
2011,212021456,Narre Warren - South West,13297,1356.836735,0.339571385,45,3.769314812,,,,,,
2011,212031300,Cranbourne,19169,241.4231738,1.643777507,310,27.19129454,,,,,,
2011,212031301,Cranbourne East,8344,9271.111111,21.9170076,1500,97.25768322,,,,,,
2011,212031302,Cranbourne North,14826,1900.769231,8.575613328,1171,49.96965406,,,,,,
2011,212031303,Cranbourne South,6880,1127.868852,9.016003803,569,35.70019724,,,,,,
2011,212031304,Cranbourne West,9000,1764.705882,1.84451737,163,18.67088608,,,,,,
2011,212031305,Hampton Park - Lynbrook,24744,3990.967742,1.277013752,312,9.264329241,,,,,,
2011,212031306,Lynbrook - Lyndhurst,12107,1071.415929,14.98717827,1578,136.0038986,,,,,,
2011,212031308,Pearcedale - Tooradin,7706,885.7471264,1.08881018,83,1.783119799,,,,,,
2011,212031457,Narre Warren South (East),13157,428.5667752,0.858566501,112,14.60801394,,,,,,
2011,212031458,Narre Warren South (West),16483,1128.972603,-0.175629845,-29,12.28201635,,,,,,
2011,212041309,Clarinda - Oakleigh South,12199,3587.941176,-0.286087952,-35,-1.094535431,,,,,,
2011,212041310,Clayton South,12254,3604.117647,1.4571949,176,11.79636894,,,,,,
2011,212041311,Dandenong,27414,4421.612903,3.009807237,801,17.92996645,,,,,,
2011,212041312,Dandenong North,22949,7402.903226,-0.147935431,-34,0.446448111,,,,,,
2011,212041313,Dingley Village,10568,3774.285714,0.180111859,19,1.870059765,,,,,,
2011,212041314,Keysborough,20848,2342.47191,1.801845793,369,15.50138504,,,,,,
2011,212041316,Noble Park North,7753,1336.724138,-0.115949498,-9,-0.65351102,,,,,,
2011,212041317,Springvale,20712,6904,1.763867734,359,8.821520517,,,,,,
2011,212041318,Springvale South,12687,3253.076923,-0.220212348,-28,5.164124668,,,,,,
2011,212041459,Noble Park - East,11931,13256.66667,2.508806599,292,16.01516919,,,,,,
2011,212041460,Noble Park - West,17873,4156.511628,1.160289789,205,6.768219833,,,,,,
2011,212051319,Ashwood - Chadstone,16979,7382.173913,1.927002041,321,8.756085063,,,,,,
2011,212051320,Clayton,18698,5666.060606,6.341352443,1115,13.72095852,,,,,,
2011,212051321,Glen Waverley - East,21561,14374,0.288385506,62,1.798866856,,,,,,
2011,212051322,Glen Waverley - West,19303,12868.66667,-0.325312403,-63,5.14189226,,,,,,
2011,212051323,Mount Waverley - North,15657,7116.818182,0.500673984,78,6.351039261,,,,,,
2011,212051324,Mount Waverley - South,17889,13760.76923,-0.178561464,-32,6.882953934,,,,,,
2011,212051325,Mulgrave,18517,4306.27907,1.207914298,221,9.788924463,,,,,,
2011,212051326,Oakleigh - Huntingdale,21232,5897.777778,0.869399971,183,7.771179128,,,,,,
2011,212051327,Wheelers Hill,20125,8050,-0.83764474,-170,-2.433703398,,,,,,
2011,213011328,Ardeer - Albion,7387,2954.8,0.722661576,53,12.67541184,,,,,,
2011,213011329,Cairnlea,9311,3724.4,2.329926366,212,47.27934198,,,,,,
2011,213011330,Deer Park - Derrimut,23136,11568,8.162692847,1746,64.4115975,,,,,,
2011,213011331,Delahey,8769,1865.744681,-1.427607914,-127,-3.09426456,,,,,,
2011,213011332,Keilor Downs,14192,7469.473684,-0.281056773,-40,-2.413532284,,,,,,
2011,213011333,Kings Park (Vic.),14305,3866.216216,-0.376070757,-54,-2.394923581,,,,,,
2011,213011334,St Albans - North,19800,3882.352941,1.216644515,238,5.622532807,,,,,,
2011,213011335,St Albans - South,17092,13147.69231,1.243928444,210,7.0726054,,,,,,
2011,213011336,Sunshine,9238,2431.052632,1.193997152,109,10.70101857,,,,,,
2011,213011337,Sunshine North,11108,941.3559322,1.147331998,126,5.740123751,,,,,,
2011,213011338,Sunshine West,17512,6735.384615,1.207883026,209,6.455927052,,,,,,
2011,213011339,Sydenham,12058,6029,1.123783965,134,7.78582283,,,,,,
2011,213011340,Taylors Lakes,18954,10530,-0.894117647,-171,0.285714286,,,,,,
2011,213021341,Altona,12260,5838.095238,0.384835831,47,3.398836131,,,,,,
2011,213021342,Altona Meadows,19565,9782.5,-1.086956522,-215,0.793364587,,,,,,
2011,213021343,Altona North,13558,7135.789474,1.436480622,192,5.559015883,,,,,,
2011,213021344,Newport,16798,4940.588235,0.767846431,128,8.556287967,,,,,,
2011,213021345,Seabrook,5219,586.4044944,0.019164431,1,1.221877424,,,,,,
2011,213021346,Williamstown,15354,3744.878049,-0.253361918,-39,4.08785845,,,,,,
2011,213031347,Braybrook,16719,1671.9,2.30067919,376,24.00979083,,,,,,
2011,213031348,Footscray,14025,2003.571429,6.137429998,811,18.57456882,,,,,,
2011,213031349,Maribyrnong,10671,1641.692308,1.531874405,161,24.80701754,,,,,,
2011,213031350,Seddon - Kingsville,8701,604.2361111,0.963100487,83,4.818696543,,,,,,
2011,213031351,West Footscray - Tottenham,10713,2100.588235,-0.279251606,-30,5.526004728,,,,,,
2011,213031352,Yarraville,14325,2558.035714,0.986958054,140,8.481635744,,,,,,
2011,213041353,Bacchus Marsh,17488,6477.037037,2.834293779,482,12.13850593,,,,,,
